language,cost_scheme,budget_fraction,strategy_a,strategy_b,paired_bugs,difference_percentage_points,ci_95_low,ci_95_high
Python,exponential,0.3,frequency,cheap_first,178,41.57303370786517,31.46067415730337,51.68539325842697
Python,exponential,0.4,frequency_per_cost,frequency,178,7.303370786516854,3.3707865168539324,11.235955056179774
Python,exponential,0.4,exact_cost_aware,frequency,178,7.303370786516854,3.3707865168539324,11.235955056179774
Python,exponential,0.4,exact_cost_aware,frequency_per_cost,178,0.0,-1.6853932584269662,1.6853932584269662
Python,exponential,0.4,frequency,cheap_first,178,53.37078651685393,43.82022471910113,62.92134831460674
Python,exponential,0.5,frequency_per_cost,frequency,178,-1.6853932584269662,-3.932584269662921,0.0
Python,exponential,0.5,exact_cost_aware,frequency,178,-2.8089887640449436,-6.179775280898876,0.5617977528089888
Python,exponential,0.5,exact_cost_aware,frequency_per_cost,178,-1.1235955056179776,-3.932584269662921,1.6853932584269662
Python,exponential,0.5,frequency,cheap_first,178,67.97752808988764,60.1123595505618,75.28089887640449
Python,linear,0.1,frequency_per_cost,frequency,178,0.0,0.0,0.0
Python,linear,0.1,exact_cost_aware,frequency,178,0.0,0.0,0.0
Python,linear,0.1,exact_cost_aware,frequency_per_cost,178,0.0,0.0,0.0
Python,linear,0.1,frequency,cheap_first,178,28.651685393258425,21.910112359550563,35.39325842696629
Python,linear,0.2,frequency_per_cost,frequency,178,5.617977528089887,1.1235955056179776,10.674157303370785
Python,linear,0.2,exact_cost_aware,frequency,178,5.617977528089887,1.1235955056179776,10.674157303370785
Python,linear,0.2,exact_cost_aware,frequency_per_cost,178,0.0,0.0,0.0
Python,linear,0.2,frequency,cheap_first,178,50.56179775280899,42.69662921348314,58.42696629213483
Python,linear,0.3,frequency_per_cost,frequency,178,1.1235955056179776,-2.8089887640449436,5.056179775280898
Python,linear,0.3,exact_cost_aware,frequency,178,1.1235955056179776,-2.8089887640449436,5.056179775280898
Python,linear,0.3,exact_cost_aware,frequency_per_cost,178,0.0,0.0,0.0
Python,linear,0.3,frequency,cheap_first,178,58.98876404494382,50.56179775280899,66.85393258426966
Python,linear,0.4,frequency_per_cost,frequency,178,-1.1235955056179776,-2.8089887640449436,0.0
Python,linear,0.4,exact_cost_aware,frequency,178,0.0,-2.247191011235955,2.247191011235955
Python,linear,0.4,exact_cost_aware,frequency_per_cost,178,1.1235955056179776,0.0,2.8089887640449436
Python,linear,0.4,frequency,cheap_first,178,65.1685393258427,57.30337078651685,73.03370786516854
Python,linear,0.5,frequency_per_cost,frequency,178,3.932584269662921,0.0,7.865168539325842
Python,linear,0.5,exact_cost_aware,frequency,178,3.3707865168539324,-0.5617977528089888,7.303370786516854
Python,linear,0.5,exact_cost_aware,frequency_per_cost,178,-0.5617977528089888,-1.6853932584269662,0.0
Python,linear,0.5,frequency,cheap_first,178,64.60674157303372,56.17977528089888,73.03370786516854
Python,steep,0.1,frequency_per_cost,frequency,178,0.0,0.0,0.0
Python,steep,0.1,exact_cost_aware,frequency,178,0.0,0.0,0.0
Python,steep,0.1,exact_cost_aware,frequency_per_cost,178,0.0,0.0,0.0
Python,steep,0.1,frequency,cheap_first,178,28.08988764044944,20.786516853932586,35.39325842696629
Python,steep,0.2,frequency_per_cost,frequency,178,-3.932584269662921,-12.359550561797752,4.49438202247191
Python,steep,0.2,exact_cost_aware,frequency,178,-5.056179775280898,-8.426966292134832,-2.247191011235955
Python,steep,0.2,exact_cost_aware,frequency_per_cost,178,-1.1235955056179776,-8.98876404494382,6.179775280898876
Python,steep,0.2,frequency,cheap_first,178,30.89887640449438,21.910112359550563,39.90168539325822
Python,steep,0.3,frequency_per_cost,frequency,178,1.1235955056179776,-6.741573033707865,8.98876404494382
Python,steep,0.3,exact_cost_aware,frequency,178,-2.247191011235955,-9.550561797752808,5.617977528089887
Python,steep,0.3,exact_cost_aware,frequency_per_cost,178,-3.3707865168539324,-6.741573033707865,0.0
Python,steep,0.3,frequency,cheap_first,178,47.752808988764045,37.640449438202246,57.30337078651685
Python,steep,0.4,frequency_per_cost,frequency,178,0.0,0.0,0.0
Python,steep,0.4,exact_cost_aware,frequency,178,0.0,-1.6853932584269662,1.6853932584269662
Python,steep,0.4,exact_cost_aware,frequency_per_cost,178,0.0,-1.6853932584269662,1.6853932584269662
Python,steep,0.4,frequency,cheap_first,178,60.67415730337079,51.68539325842697,69.66292134831461
Python,steep,0.5,frequency_per_cost,frequency,178,-1.6853932584269662,-4.49438202247191,1.1235955056179776
Python,steep,0.5,exact_cost_aware,frequency,178,-1.6853932584269662,-4.49438202247191,1.1235955056179776
Python,steep,0.5,exact_cost_aware,frequency_per_cost,178,0.0,0.0,0.0
Python,steep,0.5,frequency,cheap_first,178,65.73033707865169,56.74157303370787,74.15730337078652
