language,fold,cost_scheme,budget_fraction,budget,strategy,selected_count,selected_cost,selected_operators
JavaScript,1,exponential,0.4,31.2,exact_cost_aware,10.0,31.0,MRV;SM;SD;MCR;MPM;CI;VA;AIS;RAR;ROR
JavaScript,1,exponential,0.4,31.2,random,14.08,31.0,Mean of 1000 random portfolios
JavaScript,1,exponential,0.5,39.0,frequency,11.0,39.0,CI;VA;MCR;MRV;MPM;SM;SD;AIS;CN;LOR;MOCS
JavaScript,1,exponential,0.5,39.0,frequency_per_cost,17.0,39.0,MRV;SM;SD;MCR;MPM;CI;VA;AIS;CN;LOR;RAR;ROR;SI;AA;AOR;BR;BWO
JavaScript,1,exponential,0.5,39.0,cheap_first,26.0,38.0,SM;SD;AIS;CN;LOR;RAR;ROR;AA;AOR;BR;BWO;DIS;DOC;ElseI;MRV;SI;BCO;CASEI;CFSM;DTR;EI;EII;FLI;SR;VR;WLI
JavaScript,1,exponential,0.5,39.0,exact_cost_aware,13.0,35.0,MRV;SM;SD;MCR;MPM;CI;VA;AIS;CN;LOR;RAR;ROR;SI
JavaScript,1,exponential,0.5,39.0,random,17.335,38.998,Mean of 1000 random portfolios
JavaScript,1,steep,0.1,10.4,frequency,1.0,10.0,CI
JavaScript,1,steep,0.1,10.4,frequency_per_cost,8.0,10.0,SM;MRV;SD;AIS;CN;LOR;RAR;ROR
JavaScript,1,steep,0.1,10.4,cheap_first,10.0,10.0,SM;SD;AIS;CN;LOR;RAR;ROR;AA;AOR;BR
JavaScript,1,steep,0.1,10.4,exact_cost_aware,8.0,10.0,SM;MRV;SD;AIS;CN;LOR;RAR;ROR
JavaScript,1,steep,0.1,10.4,random,4.634,10.0,Mean of 1000 random portfolios
JavaScript,1,steep,0.2,20.8,frequency,2.0,20.0,CI;VA
JavaScript,1,steep,0.2,20.8,frequency_per_cost,11.0,20.0,SM;MRV;SD;MCR;AIS;CN;LOR;RAR;ROR;SI;AA
JavaScript,1,steep,0.2,20.8,cheap_first,16.0,20.0,SM;SD;AIS;CN;LOR;RAR;ROR;AA;AOR;BR;BWO;DIS;DOC;ElseI;MRV;SI
JavaScript,1,steep,0.2,20.8,exact_cost_aware,8.0,20.0,SM;MRV;SD;MCR;CN;LOR;ROR;MPM
JavaScript,1,steep,0.2,20.8,random,7.889,20.0,Mean of 1000 random portfolios
JavaScript,1,steep,0.3,31.2,frequency,6.0,31.0,CI;VA;MCR;MRV;SM;SD
JavaScript,1,steep,0.3,31.2,frequency_per_cost,13.0,31.0,SM;MRV;SD;MCR;AIS;CN;LOR;RAR;ROR;CI;SI;AA;AOR
JavaScript,1,steep,0.3,31.2,cheap_first,19.0,29.0,SM;SD;AIS;CN;LOR;RAR;ROR;AA;AOR;BR;BWO;DIS;DOC;ElseI;MRV;SI;BCO;CASEI;CFSM
JavaScript,1,steep,0.3,31.2,exact_cost_aware,10.0,31.0,SM;MRV;SD;MCR;AIS;CN;RAR;ROR;CI;MPM
JavaScript,1,steep,0.3,31.2,random,11.299,31.0,Mean of 1000 random portfolios
JavaScript,1,steep,0.4,41.6,frequency,11.0,41.0,CI;VA;MCR;MRV;MPM;SM;SD;AIS;CN;LOR;RAR
JavaScript,1,steep,0.4,41.6,frequency_per_cost,18.0,41.0,SM;MRV;SD;MCR;AIS;CN;LOR;RAR;ROR;CI;MPM;SI;AA;AOR;BR;BWO;DIS;DOC
JavaScript,1,steep,0.4,41.6,cheap_first,23.0,41.0,SM;SD;AIS;CN;LOR;RAR;ROR;AA;AOR;BR;BWO;DIS;DOC;ElseI;MRV;SI;BCO;CASEI;CFSM;DTR;EI;EII;FLI
JavaScript,1,steep,0.4,41.6,exact_cost_aware,11.0,41.0,SM;MRV;SD;MCR;AIS;CN;LOR;ROR;CI;MPM;VA
JavaScript,1,steep,0.4,41.6,random,14.201,41.0,Mean of 1000 random portfolios
JavaScript,1,steep,0.5,52.0,frequency,13.0,52.0,CI;VA;MCR;MRV;MPM;SM;SD;AIS;CN;LOR;MOCS;RAR;ROR
JavaScript,1,steep,0.5,52.0,frequency_per_cost,20.0,52.0,SM;MRV;SD;MCR;AIS;CN;LOR;RAR;ROR;CI;MPM;VA;SI;AA;AOR;BR;BWO;DIS;DOC;ElseI
JavaScript,1,steep,0.5,52.0,cheap_first,26.0,50.0,SM;SD;AIS;CN;LOR;RAR;ROR;AA;AOR;BR;BWO;DIS;DOC;ElseI;MRV;SI;BCO;CASEI;CFSM;DTR;EI;EII;FLI;SR;VR;WLI
JavaScript,1,steep,0.5,52.0,exact_cost_aware,13.0,45.0,SM;MRV;SD;MCR;AIS;CN;LOR;RAR;ROR;CI;MPM;VA;SI
JavaScript,1,steep,0.5,52.0,random,17.559,51.997,Mean of 1000 random portfolios
JavaScript,2,linear,0.1,6.2,frequency,3.0,6.0,MCR;MRV;LOR
JavaScript,2,linear,0.1,6.2,frequency_per_cost,3.0,6.0,MRV;LOR;MCR
JavaScript,2,linear,0.1,6.2,cheap_first,6.0,6.0,LOR;SD;AOR;BWO;SM;ElseI
JavaScript,2,linear,0.1,6.2,exact_cost_aware,3.0,6.0,MRV;LOR;MCR
JavaScript,2,linear,0.1,6.2,random,3.687,6.0,Mean of 1000 random portfolios
JavaScript,2,linear,0.2,12.4,frequency,5.0,12.0,MCR;CI;MRV;SI;LOR
JavaScript,2,linear,0.2,12.4,frequency_per_cost,5.0,12.0,MRV;LOR;MCR;SI;CI
JavaScript,2,linear,0.2,12.4,cheap_first,12.0,12.0,LOR;SD;AOR;BWO;SM;ElseI;RAR;AA;AIS;CN;DOC;BR
JavaScript,2,linear,0.2,12.4,exact_cost_aware,5.0,12.0,MRV;LOR;MCR;SI;MOCS
JavaScript,2,linear,0.2,12.4,random,6.792,12.0,Mean of 1000 random portfolios
JavaScript,2,linear,0.3,18.6,frequency,8.0,18.0,MCR;CI;MRV;MOCS;SI;LOR;SD;AOR
JavaScript,2,linear,0.3,18.6,frequency_per_cost,8.0,18.0,MRV;LOR;MCR;SI;CI;SD;MOCS;AOR
JavaScript,2,linear,0.3,18.6,cheap_first,16.0,18.0,LOR;SD;AOR;BWO;SM;ElseI;RAR;AA;AIS;CN;DOC;BR;DIS;ROR;MRV;SI
JavaScript,2,linear,0.3,18.6,exact_cost_aware,8.0,18.0,MRV;LOR;MCR;SI;CI;SD;MOCS;AOR
JavaScript,2,linear,0.3,18.6,random,9.963,18.0,Mean of 1000 random portfolios
JavaScript,2,linear,0.4,24.8,frequency,9.0,24.0,MCR;CI;MRV;MOCS;SI;LOR;VA;MPM;SD
JavaScript,2,linear,0.4,24.8,frequency_per_cost,12.0,24.0,MRV;LOR;MCR;SI;CI;SD;MOCS;AOR;BWO;SM;MPM;ElseI
JavaScript,2,linear,0.4,24.8,cheap_first,19.0,24.0,LOR;SD;AOR;BWO;SM;ElseI;RAR;AA;AIS;CN;DOC;BR;DIS;ROR;MRV;SI;CASEI;FLI;VR
JavaScript,2,linear,0.4,24.8,exact_cost_aware,12.0,24.0,MRV;LOR;MCR;SI;CI;SD;MOCS;AOR;BWO;SM;MPM;RAR
JavaScript,2,linear,0.4,24.8,random,13.145,24.0,Mean of 1000 random portfolios
JavaScript,2,linear,0.5,31.0,frequency,14.0,31.0,MCR;CI;MRV;MOCS;SI;LOR;VA;MPM;CR;SD;AOR;BWO;SM;ElseI
JavaScript,2,linear,0.5,31.0,frequency_per_cost,14.0,31.0,MRV;LOR;MCR;SI;CI;SD;MOCS;AOR;BWO;SM;MPM;VA;CR;ElseI
JavaScript,2,linear,0.5,31.0,cheap_first,22.0,30.0,LOR;SD;AOR;BWO;SM;ElseI;RAR;AA;AIS;CN;DOC;BR;DIS;ROR;MRV;SI;CASEI;FLI;VR;BCO;CFSM;DTR
JavaScript,2,linear,0.5,31.0,exact_cost_aware,14.0,31.0,MRV;LOR;MCR;SI;CI;SD;MOCS;AOR;BWO;SM;MPM;VA;CR;ElseI
JavaScript,2,linear,0.5,31.0,random,16.85,31.0,Mean of 1000 random portfolios
JavaScript,2,exponential,0.1,7.8,frequency,3.0,7.0,MCR;MRV;LOR
JavaScript,2,exponential,0.1,7.8,frequency_per_cost,5.0,7.0,MRV;LOR;SI;SD;AOR
JavaScript,2,exponential,0.1,7.8,cheap_first,7.0,7.0,LOR;SD;AOR;BWO;SM;ElseI;RAR
JavaScript,2,exponential,0.1,7.8,exact_cost_aware,6.0,7.0,MRV;LOR;SD;AOR;BWO;SM
JavaScript,2,exponential,0.1,7.8,random,4.395,7.0,Mean of 1000 random portfolios
JavaScript,2,exponential,0.2,15.6,frequency,4.0,15.0,MCR;CI;MRV;LOR
JavaScript,2,exponential,0.2,15.6,frequency_per_cost,10.0,15.0,MRV;LOR;SI;MCR;SD;AOR;BWO;SM;ElseI;RAR
JavaScript,2,exponential,0.2,15.6,cheap_first,14.0,14.0,LOR;SD;AOR;BWO;SM;ElseI;RAR;AA;AIS;CN;DOC;BR;DIS;ROR
JavaScript,2,exponential,0.2,15.6,exact_cost_aware,10.0,15.0,MRV;LOR;SI;MCR;SD;AOR;BWO;SM;ElseI;RAR
JavaScript,2,exponential,0.2,15.6,random,7.531,15.0,Mean of 1000 random portfolios
JavaScript,2,exponential,0.3,23.4,frequency,5.0,23.0,MCR;CI;MRV;MOCS;LOR
JavaScript,2,exponential,0.3,23.4,frequency_per_cost,11.0,23.0,MRV;LOR;SI;MCR;SD;AOR;CI;BWO;SM;ElseI;RAR
JavaScript,2,exponential,0.3,23.4,cheap_first,18.0,22.0,LOR;SD;AOR;BWO;SM;ElseI;RAR;AA;AIS;CN;DOC;BR;DIS;ROR;MRV;SI;CASEI;FLI
JavaScript,2,exponential,0.3,23.4,exact_cost_aware,11.0,23.0,MRV;LOR;SI;MCR;SD;AOR;BWO;SM;MOCS;ElseI;RAR
JavaScript,2,exponential,0.3,23.4,random,10.772,23.0,Mean of 1000 random portfolios
JavaScript,2,exponential,0.4,31.2,frequency,9.0,31.0,MCR;CI;MRV;MOCS;SI;LOR;MPM;SD;AOR
JavaScript,2,exponential,0.4,31.2,frequency_per_cost,12.0,31.0,MRV;LOR;SI;MCR;SD;AOR;CI;BWO;SM;MOCS;ElseI;RAR
JavaScript,2,exponential,0.4,31.2,cheap_first,22.0,30.0,LOR;SD;AOR;BWO;SM;ElseI;RAR;AA;AIS;CN;DOC;BR;DIS;ROR;MRV;SI;CASEI;FLI;VR;BCO;CFSM;DTR
JavaScript,2,exponential,0.4,31.2,exact_cost_aware,12.0,31.0,MRV;LOR;SI;MCR;SD;AOR;CI;BWO;SM;MOCS;ElseI;RAR
JavaScript,2,exponential,0.4,31.2,random,14.108,31.0,Mean of 1000 random portfolios
JavaScript,2,exponential,0.5,39.0,frequency,10.0,39.0,MCR;CI;MRV;MOCS;SI;LOR;VA;MPM;SD;AOR
JavaScript,2,exponential,0.5,39.0,frequency_per_cost,14.0,39.0,MRV;LOR;SI;MCR;SD;AOR;CI;BWO;SM;MOCS;MPM;ElseI;RAR;CR
JavaScript,2,exponential,0.5,39.0,cheap_first,26.0,38.0,LOR;SD;AOR;BWO;SM;ElseI;RAR;AA;AIS;CN;DOC;BR;DIS;ROR;MRV;SI;CASEI;FLI;VR;BCO;CFSM;DTR;EI;EII;SR;WLI
JavaScript,2,exponential,0.5,39.0,exact_cost_aware,14.0,39.0,MRV;LOR;SI;MCR;SD;AOR;CI;BWO;SM;MOCS;MPM;ElseI;RAR;CR
JavaScript,2,exponential,0.5,39.0,random,17.336,39.0,Mean of 1000 random portfolios
JavaScript,2,steep,0.1,10.4,frequency,3.0,10.0,MCR;MRV;LOR
JavaScript,2,steep,0.1,10.4,frequency_per_cost,6.0,10.0,LOR;MRV;SD;SI;AOR;BWO
JavaScript,2,steep,0.1,10.4,cheap_first,10.0,10.0,LOR;SD;AOR;BWO;SM;ElseI;RAR;AA;AIS;CN
JavaScript,2,steep,0.1,10.4,exact_cost_aware,8.0,10.0,LOR;MRV;SD;AOR;BWO;SM;ElseI;RAR
JavaScript,2,steep,0.1,10.4,random,4.641,10.0,Mean of 1000 random portfolios
JavaScript,2,steep,0.2,20.8,frequency,4.0,20.0,MCR;CI;MRV;LOR
JavaScript,2,steep,0.2,20.8,frequency_per_cost,11.0,20.0,LOR;MRV;SD;SI;MCR;AOR;BWO;SM;ElseI;RAR;AA
JavaScript,2,steep,0.2,20.8,cheap_first,16.0,20.0,LOR;SD;AOR;BWO;SM;ElseI;RAR;AA;AIS;CN;DOC;BR;DIS;ROR;MRV;SI
JavaScript,2,steep,0.2,20.8,exact_cost_aware,11.0,20.0,LOR;MRV;SD;SI;MCR;AOR;BWO;SM;ElseI;RAR;CN
JavaScript,2,steep,0.2,20.8,random,7.85,20.0,Mean of 1000 random portfolios
JavaScript,2,steep,0.3,31.2,frequency,6.0,31.0,MCR;CI;MRV;MOCS;LOR;SD
JavaScript,2,steep,0.3,31.2,frequency_per_cost,13.0,31.0,LOR;MRV;SD;SI;MCR;AOR;BWO;SM;CI;ElseI;RAR;AA;AIS
JavaScript,2,steep,0.3,31.2,cheap_first,19.0,29.0,LOR;SD;AOR;BWO;SM;ElseI;RAR;AA;AIS;CN;DOC;BR;DIS;ROR;MRV;SI;CASEI;FLI;VR
JavaScript,2,steep,0.3,31.2,exact_cost_aware,13.0,31.0,LOR;MRV;SD;SI;MCR;AOR;BWO;SM;MOCS;ElseI;RAR;AA;CN
JavaScript,2,steep,0.3,31.2,random,11.191,31.0,Mean of 1000 random portfolios
JavaScript,2,steep,0.4,41.6,frequency,9.0,41.0,MCR;CI;MRV;MOCS;SI;LOR;MPM;SD;AOR
JavaScript,2,steep,0.4,41.6,frequency_per_cost,14.0,41.0,LOR;MRV;SD;SI;MCR;AOR;BWO;SM;CI;MOCS;ElseI;RAR;AA;AIS
JavaScript,2,steep,0.4,41.6,cheap_first,23.0,41.0,LOR;SD;AOR;BWO;SM;ElseI;RAR;AA;AIS;CN;DOC;BR;DIS;ROR;MRV;SI;CASEI;FLI;VR;BCO;CFSM;DTR;EI
JavaScript,2,steep,0.4,41.6,exact_cost_aware,14.0,41.0,LOR;MRV;SD;SI;MCR;AOR;BWO;SM;CI;MOCS;ElseI;RAR;AA;DOC
JavaScript,2,steep,0.4,41.6,random,14.314,41.0,Mean of 1000 random portfolios
JavaScript,2,steep,0.5,52.0,frequency,11.0,52.0,MCR;CI;MRV;MOCS;SI;LOR;VA;MPM;SD;AOR;BWO
JavaScript,2,steep,0.5,52.0,frequency_per_cost,15.0,52.0,LOR;MRV;SD;SI;MCR;AOR;BWO;SM;CI;MOCS;ElseI;RAR;MPM;CR;AA
JavaScript,2,steep,0.5,52.0,cheap_first,26.0,50.0,LOR;SD;AOR;BWO;SM;ElseI;RAR;AA;AIS;CN;DOC;BR;DIS;ROR;MRV;SI;CASEI;FLI;VR;BCO;CFSM;DTR;EI;EII;SR;WLI
JavaScript,2,steep,0.5,52.0,exact_cost_aware,15.0,52.0,LOR;MRV;SD;SI;MCR;AOR;BWO;SM;CI;MOCS;ElseI;RAR;MPM;CR;CN
JavaScript,2,steep,0.5,52.0,random,17.533,51.997,Mean of 1000 random portfolios
JavaScript,3,linear,0.1,6.2,frequency,2.0,6.0,CI;MRV
JavaScript,3,linear,0.1,6.2,frequency_per_cost,3.0,6.0,LOR;MRV;MCR
JavaScript,3,linear,0.1,6.2,cheap_first,6.0,6.0,LOR;SD;AOR;BWO;RAR;CN
JavaScript,3,linear,0.1,6.2,exact_cost_aware,4.0,6.0,LOR;MCR;SD;AOR
JavaScript,3,linear,0.1,6.2,random,3.659,6.0,Mean of 1000 random portfolios
JavaScript,3,linear,0.2,12.4,frequency,5.0,12.0,CI;MCR;MRV;LOR;SI
JavaScript,3,linear,0.2,12.4,frequency_per_cost,5.0,12.0,LOR;MRV;MCR;CI;SI
JavaScript,3,linear,0.2,12.4,cheap_first,12.0,12.0,LOR;SD;AOR;BWO;RAR;CN;ElseI;AA;DOC;ROR;SM;AIS
JavaScript,3,linear,0.2,12.4,exact_cost_aware,6.0,12.0,LOR;MRV;MCR;CI;SD;AOR
JavaScript,3,linear,0.2,12.4,random,6.763,12.0,Mean of 1000 random portfolios
JavaScript,3,linear,0.3,18.6,frequency,8.0,18.0,CI;MCR;MRV;MOCS;LOR;SI;SD;AOR
JavaScript,3,linear,0.3,18.6,frequency_per_cost,8.0,18.0,LOR;MRV;MCR;CI;SI;SD;MOCS;AOR
JavaScript,3,linear,0.3,18.6,cheap_first,16.0,18.0,LOR;SD;AOR;BWO;RAR;CN;ElseI;AA;DOC;ROR;SM;AIS;BR;DIS;MRV;SI
JavaScript,3,linear,0.3,18.6,exact_cost_aware,8.0,18.0,LOR;MRV;MCR;CI;SI;SD;MOCS;AOR
JavaScript,3,linear,0.3,18.6,random,9.869,18.0,Mean of 1000 random portfolios
JavaScript,3,linear,0.4,24.8,frequency,9.0,24.0,CI;MCR;MRV;MOCS;LOR;SI;MPM;VA;SD
JavaScript,3,linear,0.4,24.8,frequency_per_cost,12.0,24.0,LOR;MRV;MCR;CI;SI;SD;MOCS;AOR;MPM;BWO;RAR;CN
JavaScript,3,linear,0.4,24.8,cheap_first,19.0,24.0,LOR;SD;AOR;BWO;RAR;CN;ElseI;AA;DOC;ROR;SM;AIS;BR;DIS;MRV;SI;CASEI;FLI;VR
JavaScript,3,linear,0.4,24.8,exact_cost_aware,12.0,24.0,LOR;MRV;MCR;CI;SI;SD;MOCS;AOR;MPM;BWO;RAR;CN
JavaScript,3,linear,0.4,24.8,random,13.098,24.0,Mean of 1000 random portfolios
JavaScript,3,linear,0.5,31.0,frequency,14.0,31.0,CI;MCR;MRV;MOCS;LOR;SI;MPM;VA;CR;SD;AOR;BWO;RAR;CN
JavaScript,3,linear,0.5,31.0,frequency_per_cost,14.0,31.0,LOR;MRV;MCR;CI;SI;SD;MOCS;AOR;MPM;BWO;RAR;VA;CR;CN
JavaScript,3,linear,0.5,31.0,cheap_first,22.0,30.0,LOR;SD;AOR;BWO;RAR;CN;ElseI;AA;DOC;ROR;SM;AIS;BR;DIS;MRV;SI;CASEI;FLI;VR;BCO;CFSM;DTR
JavaScript,3,linear,0.5,31.0,exact_cost_aware,14.0,31.0,LOR;MRV;MCR;CI;SI;SD;MOCS;AOR;MPM;BWO;RAR;VA;CR;CN
JavaScript,3,linear,0.5,31.0,random,16.885,31.0,Mean of 1000 random portfolios
JavaScript,3,exponential,0.1,7.8,frequency,3.0,7.0,MCR;MRV;LOR
JavaScript,3,exponential,0.1,7.8,frequency_per_cost,3.0,7.0,LOR;MRV;MCR
JavaScript,3,exponential,0.1,7.8,cheap_first,7.0,7.0,LOR;SD;AOR;BWO;RAR;CN;ElseI
JavaScript,3,exponential,0.1,7.8,exact_cost_aware,6.0,7.0,LOR;MRV;SD;AOR;BWO;RAR
JavaScript,3,exponential,0.1,7.8,random,4.337,7.0,Mean of 1000 random portfolios
JavaScript,3,exponential,0.2,15.6,frequency,4.0,15.0,CI;MCR;MRV;LOR
JavaScript,3,exponential,0.2,15.6,frequency_per_cost,10.0,15.0,LOR;MRV;MCR;SI;SD;AOR;BWO;RAR;CN;ElseI
JavaScript,3,exponential,0.2,15.6,cheap_first,14.0,14.0,LOR;SD;AOR;BWO;RAR;CN;ElseI;AA;DOC;ROR;SM;AIS;BR;DIS
JavaScript,3,exponential,0.2,15.6,exact_cost_aware,8.0,15.0,LOR;MRV;MCR;SD;AOR;BWO;RAR;MPM
JavaScript,3,exponential,0.2,15.6,random,7.489,15.0,Mean of 1000 random portfolios
JavaScript,3,exponential,0.3,23.4,frequency,5.0,23.0,CI;MCR;MRV;MOCS;LOR
JavaScript,3,exponential,0.3,23.4,frequency_per_cost,11.0,23.0,LOR;MRV;MCR;SI;SD;AOR;CI;BWO;RAR;CN;ElseI
JavaScript,3,exponential,0.3,23.4,cheap_first,18.0,22.0,LOR;SD;AOR;BWO;RAR;CN;ElseI;AA;DOC;ROR;SM;AIS;BR;DIS;MRV;SI;CASEI;FLI
JavaScript,3,exponential,0.3,23.4,exact_cost_aware,11.0,23.0,LOR;MRV;MCR;SI;SD;AOR;CI;BWO;RAR;CN;ElseI
JavaScript,3,exponential,0.3,23.4,random,10.665,23.0,Mean of 1000 random portfolios
JavaScript,3,exponential,0.4,31.2,frequency,9.0,31.0,CI;MCR;MRV;MOCS;LOR;SI;MPM;SD;AOR
JavaScript,3,exponential,0.4,31.2,frequency_per_cost,12.0,31.0,LOR;MRV;MCR;SI;SD;AOR;CI;BWO;RAR;MOCS;CN;ElseI
JavaScript,3,exponential,0.4,31.2,cheap_first,22.0,30.0,LOR;SD;AOR;BWO;RAR;CN;ElseI;AA;DOC;ROR;SM;AIS;BR;DIS;MRV;SI;CASEI;FLI;VR;BCO;CFSM;DTR
JavaScript,3,exponential,0.4,31.2,exact_cost_aware,12.0,31.0,LOR;MRV;MCR;SI;SD;AOR;CI;BWO;RAR;MOCS;CN;ElseI
JavaScript,3,exponential,0.4,31.2,random,14.071,30.999,Mean of 1000 random portfolios
JavaScript,3,exponential,0.5,39.0,frequency,10.0,39.0,CI;MCR;MRV;MOCS;LOR;SI;MPM;VA;SD;AOR
JavaScript,3,exponential,0.5,39.0,frequency_per_cost,14.0,39.0,LOR;MRV;MCR;SI;SD;AOR;CI;BWO;RAR;MOCS;MPM;CN;ElseI;CR
JavaScript,3,exponential,0.5,39.0,cheap_first,26.0,38.0,LOR;SD;AOR;BWO;RAR;CN;ElseI;AA;DOC;ROR;SM;AIS;BR;DIS;MRV;SI;CASEI;FLI;VR;BCO;CFSM;DTR;EI;EII;SR;WLI
JavaScript,3,exponential,0.5,39.0,exact_cost_aware,14.0,39.0,LOR;MRV;MCR;SI;SD;AOR;CI;BWO;RAR;MOCS;MPM;CN;ElseI;CR
JavaScript,3,exponential,0.5,39.0,random,17.371,39.0,Mean of 1000 random portfolios
JavaScript,3,steep,0.1,10.4,frequency,1.0,10.0,CI
JavaScript,3,steep,0.1,10.4,frequency_per_cost,6.0,10.0,LOR;MRV;SD;SI;AOR;BWO
JavaScript,3,steep,0.1,10.4,cheap_first,10.0,10.0,LOR;SD;AOR;BWO;RAR;CN;ElseI;AA;DOC;ROR
JavaScript,3,steep,0.1,10.4,exact_cost_aware,8.0,10.0,LOR;MRV;SD;AOR;BWO;RAR;CN;ElseI
JavaScript,3,steep,0.1,10.4,random,4.548,10.0,Mean of 1000 random portfolios
JavaScript,3,steep,0.2,20.8,frequency,4.0,20.0,CI;MCR;MRV;LOR
JavaScript,3,steep,0.2,20.8,frequency_per_cost,11.0,20.0,LOR;MRV;SD;MCR;SI;AOR;BWO;RAR;CN;ElseI;AA
JavaScript,3,steep,0.2,20.8,cheap_first,16.0,20.0,LOR;SD;AOR;BWO;RAR;CN;ElseI;AA;DOC;ROR;SM;AIS;BR;DIS;MRV;SI
JavaScript,3,steep,0.2,20.8,exact_cost_aware,11.0,20.0,LOR;MRV;SD;MCR;SI;AOR;BWO;RAR;CN;ElseI;DOC
JavaScript,3,steep,0.2,20.8,random,7.754,20.0,Mean of 1000 random portfolios
JavaScript,3,steep,0.3,31.2,frequency,6.0,31.0,CI;MCR;MRV;MOCS;LOR;SD
JavaScript,3,steep,0.3,31.2,frequency_per_cost,13.0,31.0,LOR;MRV;SD;MCR;SI;AOR;BWO;RAR;CI;CN;ElseI;AA;DOC
JavaScript,3,steep,0.3,31.2,cheap_first,19.0,29.0,LOR;SD;AOR;BWO;RAR;CN;ElseI;AA;DOC;ROR;SM;AIS;BR;DIS;MRV;SI;CASEI;FLI;VR
JavaScript,3,steep,0.3,31.2,exact_cost_aware,13.0,31.0,LOR;MRV;SD;MCR;SI;AOR;BWO;RAR;CI;CN;ElseI;DOC;SM
JavaScript,3,steep,0.3,31.2,random,11.268,31.0,Mean of 1000 random portfolios
JavaScript,3,steep,0.4,41.6,frequency,9.0,41.0,CI;MCR;MRV;MOCS;LOR;SI;MPM;SD;AOR
JavaScript,3,steep,0.4,41.6,frequency_per_cost,14.0,41.0,LOR;MRV;SD;MCR;SI;AOR;BWO;RAR;CI;MOCS;CN;ElseI;AA;DOC
JavaScript,3,steep,0.4,41.6,cheap_first,23.0,41.0,LOR;SD;AOR;BWO;RAR;CN;ElseI;AA;DOC;ROR;SM;AIS;BR;DIS;MRV;SI;CASEI;FLI;VR;BCO;CFSM;DTR;EI
JavaScript,3,steep,0.4,41.6,exact_cost_aware,14.0,41.0,LOR;MRV;SD;MCR;SI;AOR;BWO;RAR;CI;MOCS;CN;ElseI;AA;ROR
JavaScript,3,steep,0.4,41.6,random,14.362,41.0,Mean of 1000 random portfolios
JavaScript,3,steep,0.5,52.0,frequency,11.0,52.0,CI;MCR;MRV;MOCS;LOR;SI;MPM;VA;SD;AOR;BWO
JavaScript,3,steep,0.5,52.0,frequency_per_cost,15.0,52.0,LOR;MRV;SD;MCR;SI;AOR;BWO;RAR;CI;MOCS;CN;ElseI;MPM;CR;AA
JavaScript,3,steep,0.5,52.0,cheap_first,26.0,50.0,LOR;SD;AOR;BWO;RAR;CN;ElseI;AA;DOC;ROR;SM;AIS;BR;DIS;MRV;SI;CASEI;FLI;VR;BCO;CFSM;DTR;EI;EII;SR;WLI
JavaScript,3,steep,0.5,52.0,exact_cost_aware,15.0,52.0,LOR;MRV;SD;MCR;SI;AOR;BWO;RAR;CI;MOCS;CN;ElseI;MPM;CR;DOC
JavaScript,3,steep,0.5,52.0,random,17.599,51.997,Mean of 1000 random portfolios
JavaScript,4,linear,0.1,6.2,frequency,2.0,6.0,CI;MRV
JavaScript,4,linear,0.1,6.2,frequency_per_cost,3.0,6.0,LOR;MRV;MCR
JavaScript,4,linear,0.1,6.2,cheap_first,6.0,6.0,LOR;SD;AOR;BWO;RAR;SM
JavaScript,4,linear,0.1,6.2,exact_cost_aware,4.0,6.0,LOR;MCR;SD;AOR
JavaScript,4,linear,0.1,6.2,random,3.674,6.0,Mean of 1000 random portfolios
JavaScript,4,linear,0.2,12.4,frequency,4.0,12.0,CI;MCR;MOCS;LOR
JavaScript,4,linear,0.2,12.4,frequency_per_cost,5.0,12.0,LOR;MRV;MCR;CI;SI
JavaScript,4,linear,0.2,12.4,cheap_first,12.0,12.0,LOR;SD;AOR;BWO;RAR;SM;CN;ElseI;AA;AIS;DOC;ROR
JavaScript,4,linear,0.2,12.4,exact_cost_aware,5.0,12.0,LOR;MRV;MCR;CI;SI
JavaScript,4,linear,0.2,12.4,random,6.822,12.0,Mean of 1000 random portfolios
JavaScript,4,linear,0.3,18.6,frequency,8.0,18.0,CI;MCR;MOCS;MRV;SI;LOR;SD;AOR
JavaScript,4,linear,0.3,18.6,frequency_per_cost,8.0,18.0,LOR;MRV;MCR;CI;SI;MOCS;SD;AOR
JavaScript,4,linear,0.3,18.6,cheap_first,16.0,18.0,LOR;SD;AOR;BWO;RAR;SM;CN;ElseI;AA;AIS;DOC;ROR;BR;DIS;MRV;SI
JavaScript,4,linear,0.3,18.6,exact_cost_aware,8.0,18.0,LOR;MRV;MCR;CI;SI;MOCS;SD;AOR
JavaScript,4,linear,0.3,18.6,random,9.999,18.0,Mean of 1000 random portfolios
JavaScript,4,linear,0.4,24.8,frequency,9.0,24.0,CI;MCR;MOCS;MRV;SI;LOR;VA;MPM;SD
JavaScript,4,linear,0.4,24.8,frequency_per_cost,12.0,24.0,LOR;MRV;MCR;CI;SI;MOCS;SD;AOR;BWO;RAR;SM;MPM
JavaScript,4,linear,0.4,24.8,cheap_first,19.0,24.0,LOR;SD;AOR;BWO;RAR;SM;CN;ElseI;AA;AIS;DOC;ROR;BR;DIS;MRV;SI;CASEI;FLI;VR
JavaScript,4,linear,0.4,24.8,exact_cost_aware,12.0,24.0,LOR;MRV;MCR;CI;SI;MOCS;SD;AOR;BWO;RAR;SM;MPM
