language,fold,cost_scheme,budget_fraction,budget,strategy,selected_count,selected_cost,selected_operators
Java,3,steep,0.2,20.8,cheap_first,16.0,20.0,LOR;ROR;DOC;SD;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI;MRV;DTR
Java,3,steep,0.2,20.8,exact_cost_aware,4.0,20.0,LOR;MRV;MCR;CI
Java,3,steep,0.2,20.8,random,7.719,20.0,Mean of 1000 random portfolios
Java,3,steep,0.3,31.2,frequency,6.0,31.0,CI;MCR;MRV;LOR;ROR;VA
Java,3,steep,0.3,31.2,frequency_per_cost,10.0,31.0,LOR;ROR;MRV;MCR;DOC;SD;AIS;CI;AA;MPM
Java,3,steep,0.3,31.2,cheap_first,19.0,29.0,LOR;ROR;DOC;SD;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI;MRV;DTR;EII;SR;BCO
Java,3,steep,0.3,31.2,exact_cost_aware,10.0,31.0,LOR;ROR;MRV;MCR;DOC;SD;AIS;CI;MPM;SM
Java,3,steep,0.3,31.2,random,11.219,31.0,Mean of 1000 random portfolios
Java,3,steep,0.4,41.6,frequency,11.0,41.0,CI;MCR;MRV;LOR;ROR;VA;MPM;DOC;SD;AIS;AA
Java,3,steep,0.4,41.6,frequency_per_cost,14.0,41.0,LOR;ROR;MRV;MCR;DOC;SD;AIS;CI;AA;MPM;DTR;EII;SM;SR
Java,3,steep,0.4,41.6,cheap_first,23.0,41.0,LOR;ROR;DOC;SD;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI;MRV;DTR;EII;SR;BCO;CFSM;SI;EI;VR
Java,3,steep,0.4,41.6,exact_cost_aware,14.0,41.0,LOR;ROR;MRV;MCR;DOC;SD;AIS;CI;MPM;EII;SM;SR;CFSM;BR
Java,3,steep,0.4,41.6,random,14.306,41.0,Mean of 1000 random portfolios
Java,3,steep,0.5,52.0,frequency,13.0,52.0,CI;MCR;MRV;LOR;ROR;VA;MPM;DOC;MA;SD;AIS;DTR;EII
Java,3,steep,0.5,52.0,frequency_per_cost,19.0,52.0,LOR;ROR;MRV;MCR;DOC;SD;AIS;CI;AA;MPM;DTR;EII;SM;SR;BCO;CFSM;SI;AOR;BR
Java,3,steep,0.5,52.0,cheap_first,26.0,50.0,LOR;ROR;DOC;SD;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI;MRV;DTR;EII;SR;BCO;CFSM;SI;EI;VR;WLI;FLI;CASEI
Java,3,steep,0.5,52.0,exact_cost_aware,18.0,52.0,LOR;ROR;MRV;MCR;DOC;SD;AIS;CI;AA;MPM;EII;SM;SR;CFSM;SI;AOR;BR;MA
Java,3,steep,0.5,52.0,random,17.809,51.997,Mean of 1000 random portfolios
Java,4,linear,0.1,6.2,frequency,3.0,6.0,MCR;MRV;LOR
Java,4,linear,0.1,6.2,frequency_per_cost,3.0,6.0,LOR;MRV;MCR
Java,4,linear,0.1,6.2,cheap_first,6.0,6.0,LOR;ROR;DOC;AIS;SD;AA
Java,4,linear,0.1,6.2,exact_cost_aware,3.0,6.0,LOR;MRV;MCR
Java,4,linear,0.1,6.2,random,3.592,6.0,Mean of 1000 random portfolios
Java,4,linear,0.2,12.4,frequency,6.0,12.0,MCR;CI;MRV;LOR;ROR;DOC
Java,4,linear,0.2,12.4,frequency_per_cost,6.0,12.0,LOR;MRV;MCR;CI;ROR;DOC
Java,4,linear,0.2,12.4,cheap_first,12.0,12.0,LOR;ROR;DOC;AIS;SD;AA;BR;DIS;SM;BWO;AOR;CN
Java,4,linear,0.2,12.4,exact_cost_aware,6.0,12.0,LOR;MRV;MCR;CI;ROR;DOC
Java,4,linear,0.2,12.4,random,6.861,12.0,Mean of 1000 random portfolios
Java,4,linear,0.3,18.6,frequency,7.0,18.0,MCR;CI;MRV;LOR;VA;MPM;ROR
Java,4,linear,0.3,18.6,frequency_per_cost,10.0,18.0,LOR;MRV;MCR;CI;ROR;DOC;AIS;SD;MPM;AA
Java,4,linear,0.3,18.6,cheap_first,16.0,18.0,LOR;ROR;DOC;AIS;SD;AA;BR;DIS;SM;BWO;AOR;CN;ElseI;RAR;MRV;DTR
Java,4,linear,0.3,18.6,exact_cost_aware,10.0,18.0,LOR;MRV;MCR;CI;ROR;DOC;AIS;SD;MPM;AA
Java,4,linear,0.3,18.6,random,10.03,18.0,Mean of 1000 random portfolios
Java,4,linear,0.4,24.8,frequency,10.0,24.0,MCR;CI;MRV;LOR;VA;MPM;ROR;MOCS;DOC;AIS
Java,4,linear,0.4,24.8,frequency_per_cost,11.0,24.0,LOR;MRV;MCR;CI;ROR;DOC;AIS;SD;MPM;VA;MA
Java,4,linear,0.4,24.8,cheap_first,19.0,24.0,LOR;ROR;DOC;AIS;SD;AA;BR;DIS;SM;BWO;AOR;CN;ElseI;RAR;MRV;DTR;EII;SR;EI
Java,4,linear,0.4,24.8,exact_cost_aware,11.0,24.0,LOR;MRV;MCR;CI;ROR;DOC;AIS;SD;MPM;VA;MA
Java,4,linear,0.4,24.8,random,13.162,24.0,Mean of 1000 random portfolios
Java,4,linear,0.5,31.0,frequency,14.0,31.0,MCR;CI;MRV;LOR;VA;MPM;ROR;MOCS;DOC;MA;AIS;SD;DTR;AA
Java,4,linear,0.5,31.0,frequency_per_cost,14.0,31.0,LOR;MRV;MCR;CI;ROR;DOC;AIS;SD;MPM;VA;MOCS;MA;AA;DTR
Java,4,linear,0.5,31.0,cheap_first,22.0,30.0,LOR;ROR;DOC;AIS;SD;AA;BR;DIS;SM;BWO;AOR;CN;ElseI;RAR;MRV;DTR;EII;SR;EI;VR;WLI;FLI
Java,4,linear,0.5,31.0,exact_cost_aware,14.0,31.0,LOR;MRV;MCR;CI;ROR;DOC;AIS;SD;MPM;VA;MOCS;MA;AA;SR
Java,4,linear,0.5,31.0,random,16.931,31.0,Mean of 1000 random portfolios
Java,4,exponential,0.1,7.8,frequency,3.0,7.0,MCR;MRV;LOR
Java,4,exponential,0.1,7.8,frequency_per_cost,3.0,7.0,LOR;MRV;MCR
Java,4,exponential,0.1,7.8,cheap_first,7.0,7.0,LOR;ROR;DOC;AIS;SD;AA;BR
Java,4,exponential,0.1,7.8,exact_cost_aware,3.0,7.0,LOR;MRV;MCR
Java,4,exponential,0.1,7.8,random,4.442,7.0,Mean of 1000 random portfolios
Java,4,exponential,0.2,15.6,frequency,4.0,15.0,MCR;CI;MRV;LOR
Java,4,exponential,0.2,15.6,frequency_per_cost,8.0,15.0,LOR;MRV;MCR;ROR;DOC;AIS;SD;MPM
Java,4,exponential,0.2,15.6,cheap_first,14.0,14.0,LOR;ROR;DOC;AIS;SD;AA;BR;DIS;SM;BWO;AOR;CN;ElseI;RAR
Java,4,exponential,0.2,15.6,exact_cost_aware,4.0,15.0,LOR;MRV;MCR;CI
Java,4,exponential,0.2,15.6,random,7.583,15.0,Mean of 1000 random portfolios
Java,4,exponential,0.3,23.4,frequency,5.0,23.0,MCR;CI;MRV;LOR;VA
Java,4,exponential,0.3,23.4,frequency_per_cost,9.0,23.0,LOR;MRV;MCR;ROR;DOC;CI;AIS;SD;MPM
Java,4,exponential,0.3,23.4,cheap_first,18.0,22.0,LOR;ROR;DOC;AIS;SD;AA;BR;DIS;SM;BWO;AOR;CN;ElseI;RAR;MRV;DTR;EII;SR
Java,4,exponential,0.3,23.4,exact_cost_aware,9.0,23.0,LOR;MRV;MCR;ROR;DOC;CI;AIS;SD;MPM
Java,4,exponential,0.3,23.4,random,10.748,23.0,Mean of 1000 random portfolios
Java,4,exponential,0.4,31.2,frequency,10.0,31.0,MCR;CI;MRV;LOR;VA;MPM;ROR;DOC;AIS;SD
Java,4,exponential,0.4,31.2,frequency_per_cost,14.0,31.0,LOR;MRV;MCR;ROR;DOC;CI;AIS;SD;MPM;AA;DTR;EII;SR;BR
Java,4,exponential,0.4,31.2,cheap_first,22.0,30.0,LOR;ROR;DOC;AIS;SD;AA;BR;DIS;SM;BWO;AOR;CN;ElseI;RAR;MRV;DTR;EII;SR;EI;VR;WLI;FLI
Java,4,exponential,0.4,31.2,exact_cost_aware,13.0,31.0,LOR;MRV;MCR;ROR;DOC;CI;AIS;SD;MPM;EII;SR;EI;VR
Java,4,exponential,0.4,31.2,random,14.11,31.0,Mean of 1000 random portfolios
Java,4,exponential,0.5,39.0,frequency,11.0,39.0,MCR;CI;MRV;LOR;VA;MPM;ROR;MOCS;DOC;AIS;SD
Java,4,exponential,0.5,39.0,frequency_per_cost,17.0,39.0,LOR;MRV;MCR;ROR;DOC;CI;AIS;SD;MPM;AA;DTR;EII;SR;EI;VR;MA;BR
Java,4,exponential,0.5,39.0,cheap_first,26.0,38.0,LOR;ROR;DOC;AIS;SD;AA;BR;DIS;SM;BWO;AOR;CN;ElseI;RAR;MRV;DTR;EII;SR;EI;VR;WLI;FLI;BCO;SI;CFSM;CASEI
Java,4,exponential,0.5,39.0,exact_cost_aware,17.0,39.0,LOR;MRV;MCR;ROR;DOC;CI;AIS;SD;MPM;AA;DTR;EII;SR;EI;VR;MA;BR
Java,4,exponential,0.5,39.0,random,17.163,39.0,Mean of 1000 random portfolios
Java,4,steep,0.1,10.4,frequency,3.0,10.0,MCR;MRV;LOR
Java,4,steep,0.1,10.4,frequency_per_cost,8.0,10.0,LOR;MRV;ROR;DOC;AIS;SD;AA;BR
Java,4,steep,0.1,10.4,cheap_first,10.0,10.0,LOR;ROR;DOC;AIS;SD;AA;BR;DIS;SM;BWO
Java,4,steep,0.1,10.4,exact_cost_aware,3.0,10.0,LOR;MRV;MCR
Java,4,steep,0.1,10.4,random,4.567,10.0,Mean of 1000 random portfolios
Java,4,steep,0.2,20.8,frequency,4.0,20.0,MCR;CI;MRV;LOR
Java,4,steep,0.2,20.8,frequency_per_cost,11.0,20.0,LOR;MRV;ROR;MCR;DOC;AIS;SD;AA;DTR;BR;DIS
Java,4,steep,0.2,20.8,cheap_first,16.0,20.0,LOR;ROR;DOC;AIS;SD;AA;BR;DIS;SM;BWO;AOR;CN;ElseI;RAR;MRV;DTR
Java,4,steep,0.2,20.8,exact_cost_aware,4.0,20.0,LOR;MRV;MCR;CI
Java,4,steep,0.2,20.8,random,7.703,20.0,Mean of 1000 random portfolios
Java,4,steep,0.3,31.2,frequency,6.0,31.0,MCR;CI;MRV;LOR;VA;ROR
Java,4,steep,0.3,31.2,frequency_per_cost,10.0,31.0,LOR;MRV;ROR;MCR;DOC;AIS;SD;CI;AA;MPM
Java,4,steep,0.3,31.2,cheap_first,19.0,29.0,LOR;ROR;DOC;AIS;SD;AA;BR;DIS;SM;BWO;AOR;CN;ElseI;RAR;MRV;DTR;EII;SR;EI
Java,4,steep,0.3,31.2,exact_cost_aware,10.0,31.0,LOR;MRV;ROR;MCR;DOC;AIS;SD;CI;AA;MPM
Java,4,steep,0.3,31.2,random,11.178,31.0,Mean of 1000 random portfolios
Java,4,steep,0.4,41.6,frequency,11.0,41.0,MCR;CI;MRV;LOR;VA;MPM;ROR;DOC;AIS;SD;AA
Java,4,steep,0.4,41.6,frequency_per_cost,14.0,41.0,LOR;MRV;ROR;MCR;DOC;AIS;SD;CI;AA;MPM;DTR;EII;SR;BR
Java,4,steep,0.4,41.6,cheap_first,23.0,41.0,LOR;ROR;DOC;AIS;SD;AA;BR;DIS;SM;BWO;AOR;CN;ElseI;RAR;MRV;DTR;EII;SR;EI;VR;WLI;FLI;BCO
Java,4,steep,0.4,41.6,exact_cost_aware,14.0,41.0,LOR;MRV;ROR;MCR;DOC;AIS;SD;CI;AA;MPM;EII;SR;EI;SM
Java,4,steep,0.4,41.6,random,14.183,41.0,Mean of 1000 random portfolios
Java,4,steep,0.5,52.0,frequency,13.0,52.0,MCR;CI;MRV;LOR;VA;MPM;ROR;MOCS;DOC;AIS;SD;AA;BR
Java,4,steep,0.5,52.0,frequency_per_cost,16.0,52.0,LOR;MRV;ROR;MCR;DOC;AIS;SD;CI;AA;MPM;DTR;EII;SR;VA;BR;DIS
Java,4,steep,0.5,52.0,cheap_first,26.0,50.0,LOR;ROR;DOC;AIS;SD;AA;BR;DIS;SM;BWO;AOR;CN;ElseI;RAR;MRV;DTR;EII;SR;EI;VR;WLI;FLI;BCO;SI;CFSM;CASEI
Java,4,steep,0.5,52.0,exact_cost_aware,16.0,52.0,LOR;MRV;ROR;MCR;DOC;AIS;SD;CI;AA;MPM;DTR;EII;SR;EI;VR;MA
Java,4,steep,0.5,52.0,random,17.654,51.992,Mean of 1000 random portfolios
Java,5,linear,0.1,6.2,frequency,2.0,6.0,CI;MRV
Java,5,linear,0.1,6.2,frequency_per_cost,3.0,6.0,LOR;MCR;MRV
Java,5,linear,0.1,6.2,cheap_first,6.0,6.0,LOR;ROR;SD;DOC;AIS;AA
Java,5,linear,0.1,6.2,exact_cost_aware,3.0,6.0,LOR;MCR;MRV
Java,5,linear,0.1,6.2,random,3.648,6.0,Mean of 1000 random portfolios
Java,5,linear,0.2,12.4,frequency,6.0,12.0,CI;MCR;MRV;LOR;ROR;SD
Java,5,linear,0.2,12.4,frequency_per_cost,6.0,12.0,LOR;MCR;MRV;CI;ROR;SD
Java,5,linear,0.2,12.4,cheap_first,12.0,12.0,LOR;ROR;SD;DOC;AIS;AA;SM;AOR;BR;DIS;BWO;CN
Java,5,linear,0.2,12.4,exact_cost_aware,6.0,12.0,LOR;MCR;MRV;CI;ROR;SD
Java,5,linear,0.2,12.4,random,6.817,12.0,Mean of 1000 random portfolios
Java,5,linear,0.3,18.6,frequency,7.0,18.0,CI;MCR;MRV;LOR;VA;ROR;MPM
Java,5,linear,0.3,18.6,frequency_per_cost,9.0,18.0,LOR;MCR;MRV;CI;ROR;SD;DOC;VA;AIS
Java,5,linear,0.3,18.6,cheap_first,16.0,18.0,LOR;ROR;SD;DOC;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI;MRV;DTR
Java,5,linear,0.3,18.6,exact_cost_aware,9.0,18.0,LOR;MCR;MRV;CI;ROR;SD;DOC;VA;AIS
Java,5,linear,0.3,18.6,random,10.021,18.0,Mean of 1000 random portfolios
Java,5,linear,0.4,24.8,frequency,10.0,24.0,CI;MCR;MRV;LOR;VA;ROR;MPM;MOCS;SD;DOC
Java,5,linear,0.4,24.8,frequency_per_cost,11.0,24.0,LOR;MCR;MRV;CI;ROR;SD;DOC;VA;AIS;MPM;MA
Java,5,linear,0.4,24.8,cheap_first,19.0,24.0,LOR;ROR;SD;DOC;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI;MRV;DTR;EII;SR;VR
Java,5,linear,0.4,24.8,exact_cost_aware,11.0,24.0,LOR;MCR;MRV;CI;ROR;SD;DOC;VA;MPM;DTR;SR
Java,5,linear,0.4,24.8,random,13.205,24.0,Mean of 1000 random portfolios
Java,5,linear,0.5,31.0,frequency,13.0,31.0,CI;MCR;MRV;LOR;VA;ROR;MPM;MOCS;MA;SD;DOC;DTR;EII
Java,5,linear,0.5,31.0,frequency_per_cost,15.0,31.0,LOR;MCR;MRV;CI;ROR;SD;DOC;VA;AIS;MPM;MA;DTR;EII;SR;AA
Java,5,linear,0.5,31.0,cheap_first,22.0,30.0,LOR;ROR;SD;DOC;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI;MRV;DTR;EII;SR;VR;CFSM;BCO;EI
Java,5,linear,0.5,31.0,exact_cost_aware,15.0,31.0,LOR;MCR;MRV;CI;ROR;SD;DOC;VA;AIS;MPM;MA;DTR;SR;AA;CFSM
Java,5,linear,0.5,31.0,random,16.937,31.0,Mean of 1000 random portfolios
Java,5,exponential,0.1,7.8,frequency,3.0,7.0,MCR;MRV;LOR
Java,5,exponential,0.1,7.8,frequency_per_cost,3.0,7.0,LOR;MRV;MCR
Java,5,exponential,0.1,7.8,cheap_first,7.0,7.0,LOR;ROR;SD;DOC;AIS;AA;SM
Java,5,exponential,0.1,7.8,exact_cost_aware,3.0,7.0,LOR;MRV;MCR
Java,5,exponential,0.1,7.8,random,4.381,7.0,Mean of 1000 random portfolios
Java,5,exponential,0.2,15.6,frequency,4.0,15.0,CI;MCR;MRV;LOR
Java,5,exponential,0.2,15.6,frequency_per_cost,9.0,15.0,LOR;MRV;MCR;ROR;SD;DOC;AIS;DTR;EII
Java,5,exponential,0.2,15.6,cheap_first,14.0,14.0,LOR;ROR;SD;DOC;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI
Java,5,exponential,0.2,15.6,exact_cost_aware,4.0,15.0,LOR;MRV;MCR;CI
Java,5,exponential,0.2,15.6,random,7.453,15.0,Mean of 1000 random portfolios
Java,5,exponential,0.3,23.4,frequency,5.0,23.0,CI;MCR;MRV;LOR;VA
Java,5,exponential,0.3,23.4,frequency_per_cost,10.0,23.0,LOR;MRV;MCR;ROR;CI;SD;DOC;AIS;DTR;EII
Java,5,exponential,0.3,23.4,cheap_first,18.0,22.0,LOR;ROR;SD;DOC;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI;MRV;DTR;EII;SR
Java,5,exponential,0.3,23.4,exact_cost_aware,10.0,23.0,LOR;MRV;MCR;ROR;CI;SD;DOC;AIS;DTR;SR
Java,5,exponential,0.3,23.4,random,10.615,23.0,Mean of 1000 random portfolios
Java,5,exponential,0.4,31.2,frequency,10.0,31.0,CI;MCR;MRV;LOR;VA;ROR;MPM;SD;DOC;AIS
Java,5,exponential,0.4,31.2,frequency_per_cost,14.0,31.0,LOR;MRV;MCR;ROR;CI;SD;DOC;AIS;DTR;EII;SR;AA;MPM;SM
Java,5,exponential,0.4,31.2,cheap_first,22.0,30.0,LOR;ROR;SD;DOC;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI;MRV;DTR;EII;SR;VR;CFSM;BCO;EI
Java,5,exponential,0.4,31.2,exact_cost_aware,13.0,31.0,LOR;MRV;MCR;ROR;CI;SD;DOC;AIS;DTR;EII;SR;MPM;CFSM
Java,5,exponential,0.4,31.2,random,13.882,31.0,Mean of 1000 random portfolios
Java,5,exponential,0.5,39.0,frequency,11.0,39.0,CI;MCR;MRV;LOR;VA;ROR;MPM;MOCS;SD;DOC;AIS
Java,5,exponential,0.5,39.0,frequency_per_cost,15.0,39.0,LOR;MRV;MCR;ROR;CI;SD;DOC;AIS;DTR;EII;SR;AA;VA;MPM;SM
Java,5,exponential,0.5,39.0,cheap_first,26.0,38.0,LOR;ROR;SD;DOC;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI;MRV;DTR;EII;SR;VR;CFSM;BCO;EI;SI;FLI;WLI;CASEI
Java,5,exponential,0.5,39.0,exact_cost_aware,17.0,39.0,LOR;MRV;MCR;ROR;CI;SD;DOC;AIS;DTR;EII;SR;AA;MPM;VR;MA;CFSM;SM
Java,5,exponential,0.5,39.0,random,17.144,39.0,Mean of 1000 random portfolios
Java,5,steep,0.1,10.4,frequency,1.0,10.0,CI
Java,5,steep,0.1,10.4,frequency_per_cost,8.0,10.0,LOR;ROR;MRV;SD;DOC;AIS;AA;SM
Java,5,steep,0.1,10.4,cheap_first,10.0,10.0,LOR;ROR;SD;DOC;AIS;AA;SM;AOR;BR;DIS
Java,5,steep,0.1,10.4,exact_cost_aware,3.0,10.0,LOR;MRV;MCR
Java,5,steep,0.1,10.4,random,4.62,10.0,Mean of 1000 random portfolios
Java,5,steep,0.2,20.8,frequency,4.0,20.0,CI;MCR;MRV;LOR
Java,5,steep,0.2,20.8,frequency_per_cost,11.0,20.0,LOR;ROR;MRV;MCR;SD;DOC;AIS;AA;DTR;SM;AOR
Java,5,steep,0.2,20.8,cheap_first,16.0,20.0,LOR;ROR;SD;DOC;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI;MRV;DTR
Java,5,steep,0.2,20.8,exact_cost_aware,4.0,20.0,LOR;MRV;MCR;CI
Java,5,steep,0.2,20.8,random,7.77,20.0,Mean of 1000 random portfolios
Java,5,steep,0.3,31.2,frequency,6.0,31.0,CI;MCR;MRV;LOR;VA;ROR
Java,5,steep,0.3,31.2,frequency_per_cost,13.0,31.0,LOR;ROR;MRV;MCR;SD;DOC;CI;AIS;AA;DTR;SM;AOR;BR
Java,5,steep,0.3,31.2,cheap_first,19.0,29.0,LOR;ROR;SD;DOC;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI;MRV;DTR;EII;SR;VR
Java,5,steep,0.3,31.2,exact_cost_aware,11.0,31.0,LOR;ROR;MRV;MCR;SD;DOC;CI;AIS;DTR;SM;SR
Java,5,steep,0.3,31.2,random,11.205,31.0,Mean of 1000 random portfolios
Java,5,steep,0.4,41.6,frequency,11.0,41.0,CI;MCR;MRV;LOR;VA;ROR;MPM;SD;DOC;AIS;AA
Java,5,steep,0.4,41.6,frequency_per_cost,14.0,41.0,LOR;ROR;MRV;MCR;SD;DOC;CI;AIS;AA;VA;DTR;SM;AOR;BR
Java,5,steep,0.4,41.6,cheap_first,23.0,41.0,LOR;ROR;SD;DOC;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI;MRV;DTR;EII;SR;VR;CFSM;BCO;EI;SI
Java,5,steep,0.4,41.6,exact_cost_aware,14.0,41.0,LOR;ROR;MRV;MCR;SD;DOC;CI;AIS;AA;DTR;SM;EII;SR;MPM
Java,5,steep,0.4,41.6,random,14.25,41.0,Mean of 1000 random portfolios
Java,5,steep,0.5,52.0,frequency,11.0,52.0,CI;MCR;MRV;LOR;VA;ROR;MPM;MOCS;SD;DOC;DTR
Java,5,steep,0.5,52.0,frequency_per_cost,16.0,52.0,LOR;ROR;MRV;MCR;SD;DOC;CI;AIS;AA;VA;DTR;SM;EII;SR;MPM;AOR
Java,5,steep,0.5,52.0,cheap_first,26.0,50.0,LOR;ROR;SD;DOC;AIS;AA;SM;AOR;BR;DIS;BWO;CN;RAR;ElseI;MRV;DTR;EII;SR;VR;CFSM;BCO;EI;SI;FLI;WLI;CASEI
Java,5,steep,0.5,52.0,exact_cost_aware,16.0,52.0,LOR;ROR;MRV;MCR;SD;DOC;CI;AIS;AA;VA;DTR;SM;SR;MPM;CFSM;AOR
Java,5,steep,0.5,52.0,random,17.707,51.991,Mean of 1000 random portfolios
JavaScript,1,linear,0.1,6.2,frequency,2.0,6.0,CI;MRV
JavaScript,1,linear,0.1,6.2,frequency_per_cost,3.0,6.0,MRV;SM;MCR
JavaScript,1,linear,0.1,6.2,cheap_first,6.0,6.0,SM;SD;AIS;CN;LOR;RAR
JavaScript,1,linear,0.1,6.2,exact_cost_aware,3.0,6.0,MRV;SM;MPM
JavaScript,1,linear,0.1,6.2,random,3.66,6.0,Mean of 1000 random portfolios
JavaScript,1,linear,0.2,12.4,frequency,4.0,12.0,CI;VA;MCR;SM
JavaScript,1,linear,0.2,12.4,frequency_per_cost,6.0,12.0,MRV;SM;MCR;CI;SD;AIS
JavaScript,1,linear,0.2,12.4,cheap_first,12.0,12.0,SM;SD;AIS;CN;LOR;RAR;ROR;AA;AOR;BR;BWO;DIS
JavaScript,1,linear,0.2,12.4,exact_cost_aware,6.0,12.0,MRV;SM;MCR;CI;SD;CN
JavaScript,1,linear,0.2,12.4,random,6.802,12.0,Mean of 1000 random portfolios
JavaScript,1,linear,0.3,18.6,frequency,7.0,18.0,CI;VA;MCR;MRV;MPM;SM;SD
JavaScript,1,linear,0.3,18.6,frequency_per_cost,7.0,18.0,MRV;SM;MCR;CI;VA;SD;MPM
JavaScript,1,linear,0.3,18.6,cheap_first,16.0,18.0,SM;SD;AIS;CN;LOR;RAR;ROR;AA;AOR;BR;BWO;DIS;DOC;ElseI;MRV;SI
JavaScript,1,linear,0.3,18.6,exact_cost_aware,7.0,18.0,MRV;SM;MCR;CI;VA;SD;MPM
JavaScript,1,linear,0.3,18.6,random,10.024,18.0,Mean of 1000 random portfolios
JavaScript,1,linear,0.4,24.8,frequency,13.0,24.0,CI;VA;MCR;MRV;MPM;SM;SD;AIS;CN;LOR;RAR;ROR;AA
JavaScript,1,linear,0.4,24.8,frequency_per_cost,13.0,24.0,MRV;SM;MCR;CI;VA;SD;MPM;AIS;CN;LOR;RAR;ROR;AA
JavaScript,1,linear,0.4,24.8,cheap_first,19.0,24.0,SM;SD;AIS;CN;LOR;RAR;ROR;AA;AOR;BR;BWO;DIS;DOC;ElseI;MRV;SI;BCO;CASEI;CFSM
JavaScript,1,linear,0.4,24.8,exact_cost_aware,12.0,24.0,MRV;SM;MCR;CI;VA;SD;MPM;AIS;LOR;RAR;ROR;SI
JavaScript,1,linear,0.4,24.8,random,13.187,24.0,Mean of 1000 random portfolios
JavaScript,1,linear,0.5,31.0,frequency,16.0,31.0,CI;VA;MCR;MRV;MPM;SM;SD;AIS;CN;LOR;MOCS;RAR;ROR;SI;AA;AOR
JavaScript,1,linear,0.5,31.0,frequency_per_cost,16.0,31.0,MRV;SM;MCR;CI;VA;SD;MPM;AIS;CN;LOR;RAR;ROR;SI;MOCS;AA;AOR
JavaScript,1,linear,0.5,31.0,cheap_first,22.0,30.0,SM;SD;AIS;CN;LOR;RAR;ROR;AA;AOR;BR;BWO;DIS;DOC;ElseI;MRV;SI;BCO;CASEI;CFSM;DTR;EI;EII
JavaScript,1,linear,0.5,31.0,exact_cost_aware,14.0,29.0,MRV;SM;MCR;CI;VA;SD;MPM;AIS;CN;LOR;RAR;ROR;SI;MOCS
JavaScript,1,linear,0.5,31.0,random,16.866,31.0,Mean of 1000 random portfolios
JavaScript,1,exponential,0.1,7.8,frequency,3.0,7.0,MCR;MRV;SM
JavaScript,1,exponential,0.1,7.8,frequency_per_cost,6.0,7.0,MRV;SM;SD;AIS;CN;LOR
JavaScript,1,exponential,0.1,7.8,cheap_first,7.0,7.0,SM;SD;AIS;CN;LOR;RAR;ROR
JavaScript,1,exponential,0.1,7.8,exact_cost_aware,6.0,7.0,MRV;SM;SD;CN;LOR;ROR
JavaScript,1,exponential,0.1,7.8,random,4.344,7.0,Mean of 1000 random portfolios
JavaScript,1,exponential,0.2,15.6,frequency,4.0,15.0,CI;MCR;MRV;SM
JavaScript,1,exponential,0.2,15.6,frequency_per_cost,8.0,15.0,MRV;SM;SD;MCR;MPM;AIS;CN;LOR
JavaScript,1,exponential,0.2,15.6,cheap_first,14.0,14.0,SM;SD;AIS;CN;LOR;RAR;ROR;AA;AOR;BR;BWO;DIS;DOC;ElseI
JavaScript,1,exponential,0.2,15.6,exact_cost_aware,8.0,15.0,MRV;SM;SD;MCR;MPM;AIS;CN;LOR
JavaScript,1,exponential,0.2,15.6,random,7.529,15.0,Mean of 1000 random portfolios
JavaScript,1,exponential,0.3,23.4,frequency,5.0,23.0,CI;VA;MCR;MRV;SM
JavaScript,1,exponential,0.3,23.4,frequency_per_cost,9.0,23.0,MRV;SM;SD;MCR;MPM;CI;AIS;CN;LOR
JavaScript,1,exponential,0.3,23.4,cheap_first,18.0,22.0,SM;SD;AIS;CN;LOR;RAR;ROR;AA;AOR;BR;BWO;DIS;DOC;ElseI;MRV;SI;BCO;CASEI
JavaScript,1,exponential,0.3,23.4,exact_cost_aware,9.0,23.0,MRV;SM;SD;MCR;MPM;CI;AIS;CN;RAR
JavaScript,1,exponential,0.3,23.4,random,10.725,23.0,Mean of 1000 random portfolios
JavaScript,1,exponential,0.4,31.2,frequency,10.0,31.0,CI;VA;MCR;MRV;MPM;SM;SD;AIS;CN;LOR
JavaScript,1,exponential,0.4,31.2,frequency_per_cost,10.0,31.0,MRV;SM;SD;MCR;MPM;CI;VA;AIS;CN;LOR
JavaScript,1,exponential,0.4,31.2,cheap_first,22.0,30.0,SM;SD;AIS;CN;LOR;RAR;ROR;AA;AOR;BR;BWO;DIS;DOC;ElseI;MRV;SI;BCO;CASEI;CFSM;DTR;EI;EII
