language,fold,cost_scheme,budget_fraction,budget,strategy,covered,total,coverage_percent,selected_count,selected_cost,coverage_std
Java,4,steep,0.3,31.2,random,21.863000000000007,129,16.94806201550388,11.178,31.0,7.791652464083687
Java,4,steep,0.4,41.6,frequency,72.0,129,55.81395348837209,11.0,41.0,
Java,4,steep,0.4,41.6,frequency_per_cost,76.0,129,58.91472868217054,14.0,41.0,
Java,4,steep,0.4,41.6,cheap_first,29.0,129,22.48062015503876,23.0,41.0,
Java,4,steep,0.4,41.6,exact_cost_aware,72.0,129,55.81395348837209,14.0,41.0,
Java,4,steep,0.4,41.6,random,30.595,129,23.717054263565892,14.183,41.0,9.643040594499594
Java,4,steep,0.5,52.0,frequency,74.0,129,57.36434108527132,13.0,52.0,
Java,4,steep,0.5,52.0,frequency_per_cost,84.0,129,65.11627906976744,16.0,52.0,
Java,4,steep,0.5,52.0,cheap_first,36.0,129,27.906976744186046,26.0,50.0,
Java,4,steep,0.5,52.0,exact_cost_aware,82.0,129,63.565891472868216,16.0,52.0,
Java,4,steep,0.5,52.0,random,42.831,129,33.20232558139535,17.654,51.992,11.643969811340392
Java,5,linear,0.1,6.2,frequency,19.0,121,15.702479338842975,2.0,6.0,
Java,5,linear,0.1,6.2,frequency_per_cost,31.0,121,25.619834710743802,3.0,6.0,
Java,5,linear,0.1,6.2,cheap_first,14.0,121,11.570247933884298,6.0,6.0,
Java,5,linear,0.1,6.2,exact_cost_aware,31.0,121,25.619834710743802,3.0,6.0,
Java,5,linear,0.1,6.2,random,5.738,121,4.742148760330579,3.648,6.0,4.267858858538713
Java,5,linear,0.2,12.4,frequency,61.0,121,50.413223140495866,6.0,12.0,
Java,5,linear,0.2,12.4,frequency_per_cost,61.0,121,50.413223140495866,6.0,12.0,
Java,5,linear,0.2,12.4,cheap_first,14.0,121,11.570247933884298,12.0,12.0,
Java,5,linear,0.2,12.4,exact_cost_aware,61.0,121,50.413223140495866,6.0,12.0,
Java,5,linear,0.2,12.4,random,12.690000000000003,121,10.487603305785125,6.817,12.0,7.18292792305979
Java,5,linear,0.3,18.6,frequency,72.0,121,59.50413223140496,7.0,18.0,
Java,5,linear,0.3,18.6,frequency_per_cost,77.0,121,63.63636363636363,9.0,18.0,
Java,5,linear,0.3,18.6,cheap_first,27.0,121,22.31404958677686,16.0,18.0,
Java,5,linear,0.3,18.6,exact_cost_aware,77.0,121,63.63636363636363,9.0,18.0,
Java,5,linear,0.3,18.6,random,21.178999999999995,121,17.503305785123963,10.021,18.0,9.250819469208702
Java,5,linear,0.4,24.8,frequency,86.0,121,71.07438016528926,10.0,24.0,
Java,5,linear,0.4,24.8,frequency_per_cost,88.0,121,72.72727272727273,11.0,24.0,
Java,5,linear,0.4,24.8,cheap_first,31.0,121,25.619834710743802,19.0,24.0,
Java,5,linear,0.4,24.8,exact_cost_aware,83.0,121,68.59504132231405,11.0,24.0,
Java,5,linear,0.4,24.8,random,29.63,121,24.487603305785125,13.205,24.0,11.053575684124839
Java,5,linear,0.5,31.0,frequency,90.0,121,74.3801652892562,13.0,31.0,
Java,5,linear,0.5,31.0,frequency_per_cost,93.0,121,76.85950413223141,15.0,31.0,
Java,5,linear,0.5,31.0,cheap_first,35.0,121,28.925619834710744,22.0,30.0,
Java,5,linear,0.5,31.0,exact_cost_aware,92.0,121,76.03305785123968,15.0,31.0,
Java,5,linear,0.5,31.0,random,42.193999999999996,121,34.87107438016529,16.937,31.0,13.466405667420265
Java,5,exponential,0.1,7.8,frequency,31.0,121,25.619834710743802,3.0,7.0,
Java,5,exponential,0.1,7.8,frequency_per_cost,31.0,121,25.619834710743802,3.0,7.0,
Java,5,exponential,0.1,7.8,cheap_first,14.0,121,11.570247933884298,7.0,7.0,
Java,5,exponential,0.1,7.8,exact_cost_aware,31.0,121,25.619834710743802,3.0,7.0,
Java,5,exponential,0.1,7.8,random,6.896,121,5.6991735537190085,4.381,7.0,4.845933542445425
Java,5,exponential,0.2,15.6,frequency,50.0,121,41.32231404958678,4.0,15.0,
Java,5,exponential,0.2,15.6,frequency_per_cost,51.0,121,42.14876033057851,9.0,15.0,
Java,5,exponential,0.2,15.6,cheap_first,14.0,121,11.570247933884298,14.0,14.0,
Java,5,exponential,0.2,15.6,exact_cost_aware,50.0,121,41.32231404958678,4.0,15.0,
Java,5,exponential,0.2,15.6,random,14.227000000000002,121,11.757851239669424,7.453,15.0,7.412625113800094
Java,5,exponential,0.3,23.4,frequency,53.0,121,43.80165289256198,5.0,23.0,
Java,5,exponential,0.3,23.4,frequency_per_cost,77.0,121,63.63636363636363,10.0,23.0,
Java,5,exponential,0.3,23.4,cheap_first,29.0,121,23.96694214876033,18.0,22.0,
Java,5,exponential,0.3,23.4,exact_cost_aware,77.0,121,63.63636363636363,10.0,23.0,
Java,5,exponential,0.3,23.4,random,21.781,121,18.000826446280993,10.615,23.0,9.312183149173842
Java,5,exponential,0.4,31.2,frequency,87.0,121,71.90082644628099,10.0,31.0,
Java,5,exponential,0.4,31.2,frequency_per_cost,88.0,121,72.72727272727273,14.0,31.0,
Java,5,exponential,0.4,31.2,cheap_first,35.0,121,28.925619834710744,22.0,30.0,
Java,5,exponential,0.4,31.2,exact_cost_aware,89.0,121,73.55371900826447,13.0,31.0,
Java,5,exponential,0.4,31.2,random,31.351000000000003,121,25.909917355371903,13.882,31.0,11.814082024449588
Java,5,exponential,0.5,39.0,frequency,93.0,121,76.85950413223141,11.0,39.0,
Java,5,exponential,0.5,39.0,frequency_per_cost,92.0,121,76.03305785123968,15.0,39.0,
Java,5,exponential,0.5,39.0,cheap_first,38.0,121,31.40495867768595,26.0,38.0,
Java,5,exponential,0.5,39.0,exact_cost_aware,93.0,121,76.85950413223141,17.0,39.0,
Java,5,exponential,0.5,39.0,random,42.70500000000001,121,35.29338842975207,17.144,39.0,13.69125993499588
Java,5,steep,0.1,10.4,frequency,7.0,121,5.785123966942149,1.0,10.0,
Java,5,steep,0.1,10.4,frequency_per_cost,25.0,121,20.66115702479339,8.0,10.0,
Java,5,steep,0.1,10.4,cheap_first,14.0,121,11.570247933884298,10.0,10.0,
Java,5,steep,0.1,10.4,exact_cost_aware,31.0,121,25.619834710743802,3.0,10.0,
Java,5,steep,0.1,10.4,random,6.839000000000002,121,5.652066115702481,4.62,10.0,4.592242663610021
Java,5,steep,0.2,20.8,frequency,50.0,121,41.32231404958678,4.0,20.0,
Java,5,steep,0.2,20.8,frequency_per_cost,49.0,121,40.49586776859504,11.0,20.0,
Java,5,steep,0.2,20.8,cheap_first,27.0,121,22.31404958677686,16.0,20.0,
Java,5,steep,0.2,20.8,exact_cost_aware,50.0,121,41.32231404958678,4.0,20.0,
Java,5,steep,0.2,20.8,random,14.404000000000002,121,11.90413223140496,7.77,20.0,7.201127012379144
Java,5,steep,0.3,31.2,frequency,62.0,121,51.239669421487605,6.0,31.0,
Java,5,steep,0.3,31.2,frequency_per_cost,76.0,121,62.8099173553719,13.0,31.0,
Java,5,steep,0.3,31.2,cheap_first,31.0,121,25.619834710743802,19.0,29.0,
Java,5,steep,0.3,31.2,exact_cost_aware,77.0,121,63.63636363636363,11.0,31.0,
Java,5,steep,0.3,31.2,random,22.520000000000003,121,18.611570247933887,11.205,31.0,9.589492214348978
Java,5,steep,0.4,41.6,frequency,87.0,121,71.90082644628099,11.0,41.0,
Java,5,steep,0.4,41.6,frequency_per_cost,79.0,121,65.2892561983471,14.0,41.0,
Java,5,steep,0.4,41.6,cheap_first,36.0,121,29.75206611570248,23.0,41.0,
Java,5,steep,0.4,41.6,exact_cost_aware,88.0,121,72.72727272727273,14.0,41.0,
Java,5,steep,0.4,41.6,random,31.374000000000006,121,25.928925619834715,14.25,41.0,11.269165722003509
Java,5,steep,0.5,52.0,frequency,88.0,121,72.72727272727273,11.0,52.0,
Java,5,steep,0.5,52.0,frequency_per_cost,92.0,121,76.03305785123968,16.0,52.0,
Java,5,steep,0.5,52.0,cheap_first,38.0,121,31.40495867768595,26.0,50.0,
Java,5,steep,0.5,52.0,exact_cost_aware,91.0,121,75.20661157024793,16.0,52.0,
Java,5,steep,0.5,52.0,random,42.730999999999995,121,35.31487603305785,17.707,51.991,13.571503784846714
JavaScript,1,linear,0.1,6.2,frequency,15.0,94,15.957446808510639,2.0,6.0,
JavaScript,1,linear,0.1,6.2,frequency_per_cost,13.0,94,13.829787234042554,3.0,6.0,
JavaScript,1,linear,0.1,6.2,cheap_first,16.0,94,17.02127659574468,6.0,6.0,
JavaScript,1,linear,0.1,6.2,exact_cost_aware,9.0,94,9.574468085106384,3.0,6.0,
JavaScript,1,linear,0.1,6.2,random,5.9639999999999995,94,6.3446808510638295,3.66,6.0,5.038234654614929
JavaScript,1,linear,0.2,12.4,frequency,16.0,94,17.02127659574468,4.0,12.0,
JavaScript,1,linear,0.2,12.4,frequency_per_cost,29.0,94,30.851063829787233,6.0,12.0,
JavaScript,1,linear,0.2,12.4,cheap_first,22.0,94,23.404255319148938,12.0,12.0,
JavaScript,1,linear,0.2,12.4,exact_cost_aware,30.0,94,31.914893617021278,6.0,12.0,
JavaScript,1,linear,0.2,12.4,random,12.715,94,13.52659574468085,6.802,12.0,6.899314269305298
JavaScript,1,linear,0.3,18.6,frequency,35.0,94,37.234042553191486,7.0,18.0,
JavaScript,1,linear,0.3,18.6,frequency_per_cost,35.0,94,37.234042553191486,7.0,18.0,
JavaScript,1,linear,0.3,18.6,cheap_first,30.0,94,31.914893617021278,16.0,18.0,
JavaScript,1,linear,0.3,18.6,exact_cost_aware,35.0,94,37.234042553191486,7.0,18.0,
JavaScript,1,linear,0.3,18.6,random,18.521,94,19.703191489361704,10.024,18.0,8.100457049581085
JavaScript,1,linear,0.4,24.8,frequency,49.0,94,52.12765957446808,13.0,24.0,
JavaScript,1,linear,0.4,24.8,frequency_per_cost,49.0,94,52.12765957446808,13.0,24.0,
JavaScript,1,linear,0.4,24.8,cheap_first,31.0,94,32.97872340425532,19.0,24.0,
JavaScript,1,linear,0.4,24.8,exact_cost_aware,55.0,94,58.51063829787234,12.0,24.0,
JavaScript,1,linear,0.4,24.8,random,26.969,94,28.690425531914894,13.187,24.0,9.660752195608486
JavaScript,1,linear,0.5,31.0,frequency,79.0,94,84.04255319148936,16.0,31.0,
JavaScript,1,linear,0.5,31.0,frequency_per_cost,79.0,94,84.04255319148936,16.0,31.0,
JavaScript,1,linear,0.5,31.0,cheap_first,31.0,94,32.97872340425532,22.0,30.0,
JavaScript,1,linear,0.5,31.0,exact_cost_aware,75.0,94,79.7872340425532,14.0,29.0,
JavaScript,1,linear,0.5,31.0,random,36.355,94,38.67553191489362,16.866,31.0,11.705707820283427
JavaScript,1,exponential,0.1,7.8,frequency,13.0,94,13.829787234042554,3.0,7.0,
JavaScript,1,exponential,0.1,7.8,frequency_per_cost,18.0,94,19.148936170212767,6.0,7.0,
JavaScript,1,exponential,0.1,7.8,cheap_first,16.0,94,17.02127659574468,7.0,7.0,
JavaScript,1,exponential,0.1,7.8,exact_cost_aware,18.0,94,19.148936170212767,6.0,7.0,
JavaScript,1,exponential,0.1,7.8,random,6.6579999999999995,94,7.0829787234042545,4.344,7.0,5.467034157371751
JavaScript,1,exponential,0.2,15.6,frequency,26.0,94,27.659574468085108,4.0,15.0,
JavaScript,1,exponential,0.2,15.6,frequency_per_cost,33.0,94,35.1063829787234,8.0,15.0,
JavaScript,1,exponential,0.2,15.6,cheap_first,22.0,94,23.404255319148938,14.0,14.0,
JavaScript,1,exponential,0.2,15.6,exact_cost_aware,33.0,94,35.1063829787234,8.0,15.0,
JavaScript,1,exponential,0.2,15.6,random,12.899,94,13.722340425531915,7.529,15.0,6.945874006775829
JavaScript,1,exponential,0.3,23.4,frequency,27.0,94,28.72340425531915,5.0,23.0,
JavaScript,1,exponential,0.3,23.4,frequency_per_cost,46.0,94,48.93617021276596,9.0,23.0,
JavaScript,1,exponential,0.3,23.4,cheap_first,31.0,94,32.97872340425532,18.0,22.0,
JavaScript,1,exponential,0.3,23.4,exact_cost_aware,37.0,94,39.361702127659576,9.0,23.0,
JavaScript,1,exponential,0.3,23.4,random,20.317,94,21.613829787234042,10.725,23.0,8.568512290915258
JavaScript,1,exponential,0.4,31.2,frequency,47.0,94,50.0,10.0,31.0,
JavaScript,1,exponential,0.4,31.2,frequency_per_cost,47.0,94,50.0,10.0,31.0,
JavaScript,1,exponential,0.4,31.2,cheap_first,31.0,94,32.97872340425532,22.0,30.0,
JavaScript,1,exponential,0.4,31.2,exact_cost_aware,37.0,94,39.361702127659576,10.0,31.0,
JavaScript,1,exponential,0.4,31.2,random,28.58,94,30.404255319148934,14.08,31.0,9.660257383890828
JavaScript,1,exponential,0.5,39.0,frequency,62.0,94,65.95744680851064,11.0,39.0,
JavaScript,1,exponential,0.5,39.0,frequency_per_cost,62.0,94,65.95744680851064,17.0,39.0,
JavaScript,1,exponential,0.5,39.0,cheap_first,33.0,94,35.1063829787234,26.0,38.0,
JavaScript,1,exponential,0.5,39.0,exact_cost_aware,56.0,94,59.57446808510638,13.0,35.0,
JavaScript,1,exponential,0.5,39.0,random,37.056000000000004,94,39.421276595744686,17.335,38.998,10.928923959256032
JavaScript,1,steep,0.1,10.4,frequency,4.0,94,4.25531914893617,1.0,10.0,
JavaScript,1,steep,0.1,10.4,frequency_per_cost,20.0,94,21.27659574468085,8.0,10.0,
JavaScript,1,steep,0.1,10.4,cheap_first,19.0,94,20.21276595744681,10.0,10.0,
JavaScript,1,steep,0.1,10.4,exact_cost_aware,20.0,94,21.27659574468085,8.0,10.0,
JavaScript,1,steep,0.1,10.4,random,7.401,94,7.873404255319149,4.634,10.0,5.842969775381555
JavaScript,1,steep,0.2,20.8,frequency,5.0,94,5.319148936170213,2.0,20.0,
JavaScript,1,steep,0.2,20.8,frequency_per_cost,34.0,94,36.170212765957444,11.0,20.0,
JavaScript,1,steep,0.2,20.8,cheap_first,30.0,94,31.914893617021278,16.0,20.0,
JavaScript,1,steep,0.2,20.8,exact_cost_aware,33.0,94,35.1063829787234,8.0,20.0,
JavaScript,1,steep,0.2,20.8,random,13.64,94,14.51063829787234,7.889,20.0,7.275940711556889
JavaScript,1,steep,0.3,31.2,frequency,30.0,94,31.914893617021278,6.0,31.0,
JavaScript,1,steep,0.3,31.2,frequency_per_cost,52.0,94,55.319148936170215,13.0,31.0,
JavaScript,1,steep,0.3,31.2,cheap_first,31.0,94,32.97872340425532,19.0,29.0,
JavaScript,1,steep,0.3,31.2,exact_cost_aware,37.0,94,39.361702127659576,10.0,31.0,
JavaScript,1,steep,0.3,31.2,random,20.702999999999996,94,22.02446808510638,11.299,31.0,9.138451536962654
JavaScript,1,steep,0.4,41.6,frequency,49.0,94,52.12765957446808,11.0,41.0,
JavaScript,1,steep,0.4,41.6,frequency_per_cost,61.0,94,64.8936170212766,18.0,41.0,
JavaScript,1,steep,0.4,41.6,cheap_first,32.0,94,34.04255319148936,23.0,41.0,
JavaScript,1,steep,0.4,41.6,exact_cost_aware,47.0,94,50.0,11.0,41.0,
JavaScript,1,steep,0.4,41.6,random,27.724,94,29.493617021276595,14.201,41.0,9.551060537366686
JavaScript,1,steep,0.5,52.0,frequency,64.0,94,68.08510638297872,13.0,52.0,
JavaScript,1,steep,0.5,52.0,frequency_per_cost,65.0,94,69.14893617021276,20.0,52.0,
JavaScript,1,steep,0.5,52.0,cheap_first,33.0,94,35.1063829787234,26.0,50.0,
JavaScript,1,steep,0.5,52.0,exact_cost_aware,56.0,94,59.57446808510638,13.0,45.0,
JavaScript,1,steep,0.5,52.0,random,37.71900000000001,94,40.126595744680856,17.559,51.997,11.2327291365581
JavaScript,2,linear,0.1,6.2,frequency,1.0,12,8.333333333333334,3.0,6.0,
JavaScript,2,linear,0.1,6.2,frequency_per_cost,1.0,12,8.333333333333334,3.0,6.0,
JavaScript,2,linear,0.1,6.2,cheap_first,1.0,12,8.333333333333334,6.0,6.0,
JavaScript,2,linear,0.1,6.2,exact_cost_aware,1.0,12,8.333333333333334,3.0,6.0,
JavaScript,2,linear,0.1,6.2,random,0.8859999999999998,12,7.383333333333332,3.687,6.0,7.609560132189336
JavaScript,2,linear,0.2,12.4,frequency,5.0,12,41.666666666666664,5.0,12.0,
JavaScript,2,linear,0.2,12.4,frequency_per_cost,5.0,12,41.666666666666664,5.0,12.0,
JavaScript,2,linear,0.2,12.4,cheap_first,3.0,12,25.0,12.0,12.0,
JavaScript,2,linear,0.2,12.4,exact_cost_aware,1.0,12,8.333333333333334,5.0,12.0,
JavaScript,2,linear,0.2,12.4,random,1.6269999999999998,12,13.558333333333332,6.792,12.0,10.761100659249946
JavaScript,2,linear,0.3,18.6,frequency,5.0,12,41.666666666666664,8.0,18.0,
JavaScript,2,linear,0.3,18.6,frequency_per_cost,5.0,12,41.666666666666664,8.0,18.0,
JavaScript,2,linear,0.3,18.6,cheap_first,4.0,12,33.333333333333336,16.0,18.0,
JavaScript,2,linear,0.3,18.6,exact_cost_aware,5.0,12,41.666666666666664,8.0,18.0,
JavaScript,2,linear,0.3,18.6,random,2.5549999999999997,12,21.291666666666664,9.963,18.0,12.81096085155842
JavaScript,2,linear,0.4,24.8,frequency,9.0,12,75.0,9.0,24.0,
JavaScript,2,linear,0.4,24.8,frequency_per_cost,7.0,12,58.333333333333336,12.0,24.0,
JavaScript,2,linear,0.4,24.8,cheap_first,4.0,12,33.333333333333336,19.0,24.0,
JavaScript,2,linear,0.4,24.8,exact_cost_aware,8.0,12,66.66666666666667,12.0,24.0,
JavaScript,2,linear,0.4,24.8,random,3.545,12,29.541666666666664,13.145,24.0,14.397530555908904
JavaScript,2,linear,0.5,31.0,frequency,9.0,12,75.0,14.0,31.0,
JavaScript,2,linear,0.5,31.0,frequency_per_cost,9.0,12,75.0,14.0,31.0,
JavaScript,2,linear,0.5,31.0,cheap_first,4.0,12,33.333333333333336,22.0,30.0,
JavaScript,2,linear,0.5,31.0,exact_cost_aware,9.0,12,75.0,14.0,31.0,
JavaScript,2,linear,0.5,31.0,random,4.630999999999999,12,38.59166666666666,16.85,31.0,16.572219462170626
JavaScript,2,exponential,0.1,7.8,frequency,1.0,12,8.333333333333334,3.0,7.0,
JavaScript,2,exponential,0.1,7.8,frequency_per_cost,1.0,12,8.333333333333334,5.0,7.0,
JavaScript,2,exponential,0.1,7.8,cheap_first,2.0,12,16.666666666666668,7.0,7.0,
JavaScript,2,exponential,0.1,7.8,exact_cost_aware,1.0,12,8.333333333333334,6.0,7.0,
JavaScript,2,exponential,0.1,7.8,random,0.8809999999999998,12,7.341666666666665,4.395,7.0,7.489096920443405
JavaScript,2,exponential,0.2,15.6,frequency,5.0,12,41.666666666666664,4.0,15.0,
JavaScript,2,exponential,0.2,15.6,frequency_per_cost,2.0,12,16.666666666666668,10.0,15.0,
JavaScript,2,exponential,0.2,15.6,cheap_first,4.0,12,33.333333333333336,14.0,14.0,
JavaScript,2,exponential,0.2,15.6,exact_cost_aware,2.0,12,16.666666666666668,10.0,15.0,
JavaScript,2,exponential,0.2,15.6,random,1.732,12,14.433333333333332,7.531,15.0,10.97316774730116
JavaScript,2,exponential,0.3,23.4,frequency,5.0,12,41.666666666666664,5.0,23.0,
JavaScript,2,exponential,0.3,23.4,frequency_per_cost,6.0,12,50.0,11.0,23.0,
JavaScript,2,exponential,0.3,23.4,cheap_first,4.0,12,33.333333333333336,18.0,22.0,
JavaScript,2,exponential,0.3,23.4,exact_cost_aware,2.0,12,16.666666666666668,11.0,23.0,
JavaScript,2,exponential,0.3,23.4,random,2.5789999999999997,12,21.491666666666664,10.772,23.0,12.286885886464853
JavaScript,2,exponential,0.4,31.2,frequency,7.0,12,58.333333333333336,9.0,31.0,
JavaScript,2,exponential,0.4,31.2,frequency_per_cost,6.0,12,50.0,12.0,31.0,
JavaScript,2,exponential,0.4,31.2,cheap_first,4.0,12,33.333333333333336,22.0,30.0,
JavaScript,2,exponential,0.4,31.2,exact_cost_aware,6.0,12,50.0,12.0,31.0,
JavaScript,2,exponential,0.4,31.2,random,3.675,12,30.625,14.108,31.0,14.226074674522467
JavaScript,2,exponential,0.5,39.0,frequency,9.0,12,75.0,10.0,39.0,
JavaScript,2,exponential,0.5,39.0,frequency_per_cost,8.0,12,66.66666666666667,14.0,39.0,
JavaScript,2,exponential,0.5,39.0,cheap_first,4.0,12,33.333333333333336,26.0,38.0,
JavaScript,2,exponential,0.5,39.0,exact_cost_aware,8.0,12,66.66666666666667,14.0,39.0,
JavaScript,2,exponential,0.5,39.0,random,4.738,12,39.483333333333334,17.336,39.0,15.089166999490606
JavaScript,2,steep,0.1,10.4,frequency,1.0,12,8.333333333333334,3.0,10.0,
JavaScript,2,steep,0.1,10.4,frequency_per_cost,1.0,12,8.333333333333334,6.0,10.0,
JavaScript,2,steep,0.1,10.4,cheap_first,3.0,12,25.0,10.0,10.0,
JavaScript,2,steep,0.1,10.4,exact_cost_aware,2.0,12,16.666666666666668,8.0,10.0,
JavaScript,2,steep,0.1,10.4,random,0.9699999999999998,12,8.08333333333333,4.641,10.0,8.045150506292043
JavaScript,2,steep,0.2,20.8,frequency,5.0,12,41.666666666666664,4.0,20.0,
JavaScript,2,steep,0.2,20.8,frequency_per_cost,2.0,12,16.666666666666668,11.0,20.0,
JavaScript,2,steep,0.2,20.8,cheap_first,4.0,12,33.333333333333336,16.0,20.0,
JavaScript,2,steep,0.2,20.8,exact_cost_aware,3.0,12,25.0,11.0,20.0,
JavaScript,2,steep,0.2,20.8,random,1.8279999999999998,12,15.233333333333333,7.85,20.0,10.827255038738864
JavaScript,2,steep,0.3,31.2,frequency,5.0,12,41.666666666666664,6.0,31.0,
JavaScript,2,steep,0.3,31.2,frequency_per_cost,6.0,12,50.0,13.0,31.0,
JavaScript,2,steep,0.3,31.2,cheap_first,4.0,12,33.333333333333336,19.0,29.0,
JavaScript,2,steep,0.3,31.2,exact_cost_aware,3.0,12,25.0,13.0,31.0,
JavaScript,2,steep,0.3,31.2,random,2.781,12,23.175,11.191,31.0,12.425506535232339
JavaScript,2,steep,0.4,41.6,frequency,7.0,12,58.333333333333336,9.0,41.0,
JavaScript,2,steep,0.4,41.6,frequency_per_cost,6.0,12,50.0,14.0,41.0,
JavaScript,2,steep,0.4,41.6,cheap_first,4.0,12,33.333333333333336,23.0,41.0,
JavaScript,2,steep,0.4,41.6,exact_cost_aware,6.0,12,50.0,14.0,41.0,
JavaScript,2,steep,0.4,41.6,random,3.6579999999999995,12,30.48333333333333,14.314,41.0,14.719969797665264
JavaScript,2,steep,0.5,52.0,frequency,9.0,12,75.0,11.0,52.0,
JavaScript,2,steep,0.5,52.0,frequency_per_cost,8.0,12,66.66666666666667,15.0,52.0,
JavaScript,2,steep,0.5,52.0,cheap_first,4.0,12,33.333333333333336,26.0,50.0,
JavaScript,2,steep,0.5,52.0,exact_cost_aware,9.0,12,75.0,15.0,52.0,
JavaScript,2,steep,0.5,52.0,random,4.935999999999999,12,41.133333333333326,17.533,51.997,15.87611223910683
JavaScript,3,linear,0.1,6.2,frequency,2.0,11,18.181818181818183,2.0,6.0,
JavaScript,3,linear,0.1,6.2,frequency_per_cost,2.0,11,18.181818181818183,3.0,6.0,
JavaScript,3,linear,0.1,6.2,cheap_first,0.0,11,0.0,6.0,6.0,
JavaScript,3,linear,0.1,6.2,exact_cost_aware,0.0,11,0.0,4.0,6.0,
JavaScript,3,linear,0.1,6.2,random,0.8780000000000001,11,7.981818181818182,3.659,6.0,9.90994285038397
JavaScript,3,linear,0.2,12.4,frequency,3.0,11,27.272727272727273,5.0,12.0,
JavaScript,3,linear,0.2,12.4,frequency_per_cost,3.0,11,27.272727272727273,5.0,12.0,
JavaScript,3,linear,0.2,12.4,cheap_first,3.0,11,27.272727272727273,12.0,12.0,
JavaScript,3,linear,0.2,12.4,exact_cost_aware,2.0,11,18.181818181818183,6.0,12.0,
JavaScript,3,linear,0.2,12.4,random,1.832,11,16.654545454545456,6.763,12.0,12.804182425420656
JavaScript,3,linear,0.3,18.6,frequency,4.0,11,36.36363636363637,8.0,18.0,
JavaScript,3,linear,0.3,18.6,frequency_per_cost,4.0,11,36.36363636363637,8.0,18.0,
JavaScript,3,linear,0.3,18.6,cheap_first,5.0,11,45.45454545454545,16.0,18.0,
JavaScript,3,linear,0.3,18.6,exact_cost_aware,4.0,11,36.36363636363637,8.0,18.0,
JavaScript,3,linear,0.3,18.6,random,2.8369999999999997,11,25.79090909090909,9.869,18.0,14.05073398812118
JavaScript,3,linear,0.4,24.8,frequency,8.0,11,72.72727272727273,9.0,24.0,
JavaScript,3,linear,0.4,24.8,frequency_per_cost,5.0,11,45.45454545454545,12.0,24.0,
JavaScript,3,linear,0.4,24.8,cheap_first,5.0,11,45.45454545454545,19.0,24.0,
JavaScript,3,linear,0.4,24.8,exact_cost_aware,5.0,11,45.45454545454545,12.0,24.0,
JavaScript,3,linear,0.4,24.8,random,3.6679999999999997,11,33.345454545454544,13.098,24.0,15.32193538207928
JavaScript,3,linear,0.5,31.0,frequency,8.0,11,72.72727272727273,14.0,31.0,
JavaScript,3,linear,0.5,31.0,frequency_per_cost,8.0,11,72.72727272727273,14.0,31.0,
JavaScript,3,linear,0.5,31.0,cheap_first,5.0,11,45.45454545454545,22.0,30.0,
JavaScript,3,linear,0.5,31.0,exact_cost_aware,8.0,11,72.72727272727273,14.0,31.0,
JavaScript,3,linear,0.5,31.0,random,4.831999999999999,11,43.92727272727272,16.885,31.0,16.78050616161302
JavaScript,3,exponential,0.1,7.8,frequency,2.0,11,18.181818181818183,3.0,7.0,
JavaScript,3,exponential,0.1,7.8,frequency_per_cost,2.0,11,18.181818181818183,3.0,7.0,
JavaScript,3,exponential,0.1,7.8,cheap_first,0.0,11,0.0,7.0,7.0,
JavaScript,3,exponential,0.1,7.8,exact_cost_aware,2.0,11,18.181818181818183,6.0,7.0,
JavaScript,3,exponential,0.1,7.8,random,0.9450000000000002,11,8.590909090909092,4.337,7.0,10.1363359894373
JavaScript,3,exponential,0.2,15.6,frequency,2.0,11,18.181818181818183,4.0,15.0,
JavaScript,3,exponential,0.2,15.6,frequency_per_cost,3.0,11,27.272727272727273,10.0,15.0,
JavaScript,3,exponential,0.2,15.6,cheap_first,3.0,11,27.272727272727273,14.0,14.0,
JavaScript,3,exponential,0.2,15.6,exact_cost_aware,3.0,11,27.272727272727273,8.0,15.0,
JavaScript,3,exponential,0.2,15.6,random,1.7940000000000003,11,16.309090909090912,7.489,15.0,12.112896410418616
JavaScript,3,exponential,0.3,23.4,frequency,3.0,11,27.272727272727273,5.0,23.0,
JavaScript,3,exponential,0.3,23.4,frequency_per_cost,3.0,11,27.272727272727273,11.0,23.0,
JavaScript,3,exponential,0.3,23.4,cheap_first,5.0,11,45.45454545454545,18.0,22.0,
JavaScript,3,exponential,0.3,23.4,exact_cost_aware,3.0,11,27.272727272727273,11.0,23.0,
JavaScript,3,exponential,0.3,23.4,random,2.866,11,26.054545454545455,10.665,23.0,14.671749006051817
JavaScript,3,exponential,0.4,31.2,frequency,5.0,11,45.45454545454545,9.0,31.0,
JavaScript,3,exponential,0.4,31.2,frequency_per_cost,4.0,11,36.36363636363637,12.0,31.0,
JavaScript,3,exponential,0.4,31.2,cheap_first,5.0,11,45.45454545454545,22.0,30.0,
JavaScript,3,exponential,0.4,31.2,exact_cost_aware,4.0,11,36.36363636363637,12.0,31.0,
JavaScript,3,exponential,0.4,31.2,random,3.772,11,34.29090909090909,14.071,30.999,15.044712299062084
JavaScript,3,exponential,0.5,39.0,frequency,8.0,11,72.72727272727273,10.0,39.0,
JavaScript,3,exponential,0.5,39.0,frequency_per_cost,5.0,11,45.45454545454545,14.0,39.0,
JavaScript,3,exponential,0.5,39.0,cheap_first,5.0,11,45.45454545454545,26.0,38.0,
